subject	subject_value	predicate	object	object_value	levenshtein_dist	jaccard_index	monge_elkan
MONDO:0015395	congenital subglottic stenosis	skos:exactMatch	<https://icd.codes/icd10cm/Q31.1>		30	1.0	2.0
MONDO:0015395	congenital subglottic stenosis	skos:exactMatch	ICD10CM:Q31.1	Congenital subglottic stenosis	0	0.0	0.0
MONDO:0015396	congenital laryngeal cyst	skos:narrowMatch	<https://icd.codes/icd10cm/Q31.8>		25	1.0	2.0
MONDO:0015397	oculo-auriculo-vertebral spectrum	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>		33	1.0	2.0
MONDO:0015398	hemifacial microsomia	skos:narrowMatch	<https://icd.codes/icd10cm/Q75.8>		21	1.0	2.0
MONDO:0015399	glossopalatine ankylosis	skos:narrowMatch	<https://icd.codes/icd10cm/Q38.3>		24	1.0	2.0
MONDO:0015400	frontonasal arteriovenous malformation	skos:narrowMatch	<https://icd.codes/icd10cm/Q27.3>		38	1.0	2.0
MONDO:0015401	maxillary arteriovenous malformation	skos:narrowMatch	<https://icd.codes/icd10cm/Q27.3>		36	1.0	2.0
MONDO:0015402	mandibular arteriovenous malformation	skos:narrowMatch	<https://icd.codes/icd10cm/Q27.3>		37	1.0	2.0
MONDO:0015403	non-involuting congenital hemangioma	skos:narrowMatch	<https://icd.codes/icd10cm/D18.0>		36	1.0	2.0
MONDO:0015404	rapidly involuting congenital hemangioma	skos:narrowMatch	<https://icd.codes/icd10cm/D18.0>		40	1.0	2.0
MONDO:0015405	cerebrofacial arteriovenous metameric syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q28.2>		46	1.0	2.0
MONDO:0015406	cerebrofacial arteriovenous metameric syndrome type 1	skos:narrowMatch	<https://icd.codes/icd10cm/Q28.2>		53	1.0	2.0
MONDO:0015407	cerebrofacial arteriovenous metameric syndrome type 3	skos:narrowMatch	<https://icd.codes/icd10cm/Q28.2>		53	1.0	2.0
MONDO:0015408	diffuse lymphatic malformation	skos:narrowMatch	<https://icd.codes/icd10cm/I89.8>		30	1.0	2.0
MONDO:0015409	isolated congenital syngnathia	skos:narrowMatch	<https://icd.codes/icd10cm/Q67.4>		30	1.0	2.0
MONDO:0015410	nasal dorsum fistula/cyst	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		25	1.0	2.0
MONDO:0015411	facial cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		12	1.0	2.0
MONDO:0015412	median facial cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		19	1.0	2.0
MONDO:0015413	median cleft of the upper lip and maxilla	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		41	1.0	2.0
MONDO:0015414	paramedian nasal cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		22	1.0	2.0
MONDO:0015415	oblique facial cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		20	1.0	2.0
MONDO:0015416	Tessier number 5 facial cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		29	1.0	2.0
MONDO:0015417	Tessier number 6 facial cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		29	1.0	2.0
MONDO:0015418	lateral facial cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		20	1.0	2.0
MONDO:0015419	midline cervical cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		22	1.0	2.0
MONDO:0015420	cleft lip and alveolus	skos:broadMatch	<https://icd.codes/icd10cm/Q36.9>		22	1.0	2.0
MONDO:0015420	cleft lip and alveolus	skos:broadMatch	<https://icd.codes/icd10cm/Q36.1>		22	1.0	2.0
MONDO:0015420	cleft lip and alveolus	skos:broadMatch	<https://icd.codes/icd10cm/Q36.0>		22	1.0	2.0
MONDO:0015420	cleft lip and alveolus	skos:broadMatch	ICD10CM:Q36.9	Cleft lip, unilateral	10	0.34615384615384615	1.962809917355372
MONDO:0015420	cleft lip and alveolus	skos:broadMatch	ICD10CM:Q36.1	Cleft lip, median	11	0.43999999999999995	1.962809917355372
MONDO:0015420	cleft lip and alveolus	skos:broadMatch	ICD10CM:Q36.0	Cleft lip, bilateral	11	0.4444444444444444	1.9669421487603307
MONDO:0015421	orofaciodigital syndrome type 12	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>		32	1.0	2.0
MONDO:0015422	orofaciodigital syndrome type 13	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>		32	1.0	2.0
MONDO:0015424	lethal chondrodysplasia, Moerman type	skos:narrowMatch	<https://icd.codes/icd10cm/Q77.8>		37	1.0	2.0
MONDO:0015425	lethal recessive chondrodysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q78.8>		33	1.0	2.0
MONDO:0015426	Desbuquois dysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q78.8>		20	1.0	2.0
MONDO:0015427	paroxysmal dyskinesia	skos:narrowMatch	<https://icd.codes/icd10cm/G24.8>		21	1.0	2.0
MONDO:0015430	ring chromosome 1	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		17	1.0	2.0
MONDO:0015431	ring chromosome 10	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		18	1.0	2.0
MONDO:0015432	ring chromosome 12	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		18	1.0	2.0
MONDO:0015433	ring chromosome 17	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		18	1.0	2.0
MONDO:0015434	ring chromosome 18	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		18	1.0	2.0
MONDO:0015435	ring chromosome 19	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		18	1.0	2.0
MONDO:0015436	ring chromosome 20	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		18	1.0	2.0
MONDO:0015437	ring chromosome 21	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		18	1.0	2.0
MONDO:0015438	ring chromosome 22	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		18	1.0	2.0
MONDO:0015439	ring chromosome 4	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		17	1.0	2.0
MONDO:0015440	ring chromosome 6	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		17	1.0	2.0
MONDO:0015441	ring chromosome 7	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		17	1.0	2.0
MONDO:0015443	chromosome 8-derived supernumerary ring/marker	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.2>		46	1.0	2.0
MONDO:0015447	differentiated thyroid carcinoma	skos:narrowMatch	<https://icd.codes/icd10cm/C73>		32	1.0	2.0
MONDO:0015448	mitochondrial complex III deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>		36	1.0	2.0
MONDO:0015449	criss-cross heart	skos:narrowMatch	<https://icd.codes/icd10cm/Q24.8>		17	1.0	2.0
MONDO:0015452	Coffin-Siris syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>		21	1.0	2.0
MONDO:0015453	Cogan syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/H16.3>		14	1.0	2.0
MONDO:0015454	multiple carboxylase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E53.8>		31	1.0	2.0
MONDO:0015454	multiple carboxylase deficiency	skos:exactMatch	<https://icd.codes/icd10cm/D81.819>		31	1.0	2.0
MONDO:0015454	multiple carboxylase deficiency	skos:exactMatch	ICD10CM:D81.819	Biotin-dependent carboxylase deficiency, unspecified	25	0.49090909090909096	1.9687825182101977
MONDO:0015455	gonococcal conjunctivitis	skos:exactMatch	<https://icd.codes/icd10cm/A54.31>		25	1.0	2.0
MONDO:0015455	gonococcal conjunctivitis	skos:exactMatch	ICD10CM:A54.31	Gonococcal conjunctivitis	0	0.0	0.0
MONDO:0015458	intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>		77	1.0	2.0
MONDO:0015459	nasopharyngeal carcinoma	skos:broadMatch	<https://icd.codes/icd10cm/C11.3>		24	1.0	2.0
MONDO:0015459	nasopharyngeal carcinoma	skos:broadMatch	<https://icd.codes/icd10cm/C11.2>		24	1.0	2.0
MONDO:0015459	nasopharyngeal carcinoma	skos:broadMatch	<https://icd.codes/icd10cm/C11.1>		24	1.0	2.0
MONDO:0015459	nasopharyngeal carcinoma	skos:broadMatch	<https://icd.codes/icd10cm/C11.0>		24	1.0	2.0
MONDO:0015459	nasopharyngeal carcinoma	skos:broadMatch	ICD10CM:C11.3	Malignant neoplasm of anterior wall of nasopharynx	38	0.5769230769230769	1.9618055555555556
MONDO:0015459	nasopharyngeal carcinoma	skos:broadMatch	ICD10CM:C11.2	Malignant neoplasm of lateral wall of nasopharynx	36	0.5686274509803921	1.9618055555555556
MONDO:0015459	nasopharyngeal carcinoma	skos:broadMatch	ICD10CM:C11.1	Malignant neoplasm of posterior wall of nasopharynx	40	0.5849056603773585	1.9618055555555556
MONDO:0015459	nasopharyngeal carcinoma	skos:broadMatch	ICD10CM:C11.0	Malignant neoplasm of superior wall of nasopharynx	39	0.5769230769230769	1.9618055555555556
MONDO:0015461	short rib-polydactyly syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q77.2>		30	1.0	2.0
MONDO:0015462	thin ribs-tubular bones-dysmorphism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.5>		44	1.0	2.0
MONDO:0015463	craniodigital syndrome-intellectual disability syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>		55	1.0	2.0
MONDO:0015464	craniofrontonasal dysplasia-Poland anomaly syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>		51	1.0	2.0
MONDO:0015465	craniometaphyseal dysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q78.8>		27	1.0	2.0
MONDO:0015466	cranio-osteoarthropathy	skos:narrowMatch	<https://icd.codes/icd10cm/M89.4>		23	1.0	2.0
MONDO:0015467	craniosynostosis, Philadelphia type	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>		35	1.0	2.0
MONDO:0015469	craniosynostosis	skos:exactMatch	<https://icd.codes/icd10cm/Q75.0>		16	1.0	2.0
MONDO:0015469	craniosynostosis	skos:exactMatch	ICD10CM:Q75.0	Craniosynostosis	0	0.0	0.0
MONDO:0015471	benign focal seizures of adolescence	skos:narrowMatch	<https://icd.codes/icd10cm/G40.8>		36	1.0	2.0
MONDO:0015473	cryptorchidism-arachnodactyly-intellectual disability syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>		62	1.0	2.0
MONDO:0015474	cryptosporidiosis	skos:exactMatch	<https://icd.codes/icd10cm/A07.2>		17	1.0	2.0
MONDO:0015474	cryptosporidiosis	skos:exactMatch	ICD10CM:A07.2	Cryptosporidiosis	0	0.0	0.0
MONDO:0015476	cysts and fistulae of the face and oral cavity	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.0>		46	1.0	2.0
MONDO:0015477	pinnae fistula or cyst	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		22	1.0	2.0
MONDO:0015478	paramedian facial cleft	skos:narrowMatch	<https://icd.codes/icd10cm/Q18.8>		23	1.0	2.0
MONDO:0015479	submucosal cleft palate	skos:narrowMatch	<https://icd.codes/icd10cm/Q35.9>		23	1.0	2.0
MONDO:0015480	coloboma of superior eyelid	skos:narrowMatch	<https://icd.codes/icd10cm/Q10.3>		27	1.0	2.0
MONDO:0015481	coloboma of inferior eyelid	skos:narrowMatch	<https://icd.codes/icd10cm/Q10.3>		27	1.0	2.0
MONDO:0015484	cysticercosis	skos:exactMatch	<https://icd.codes/icd10cm/B69>		13	1.0	2.0
MONDO:0015484	cysticercosis	skos:exactMatch	ICD10CM:B69	Cysticercosis	0	0.0	0.0
MONDO:0015484	cysticercosis	skos:broadMatch	<https://icd.codes/icd10cm/B69.9>		13	1.0	2.0
MONDO:0015484	cysticercosis	skos:broadMatch	<https://icd.codes/icd10cm/B69.8>		13	1.0	2.0
MONDO:0015484	cysticercosis	skos:broadMatch	<https://icd.codes/icd10cm/B69.1>		13	1.0	2.0
MONDO:0015484	cysticercosis	skos:broadMatch	<https://icd.codes/icd10cm/B69.0>		13	1.0	2.0
MONDO:0015484	cysticercosis	skos:broadMatch	ICD10CM:B69.9	Cysticercosis, unspecified	13	0.5	1.9230769230769231
MONDO:0015484	cysticercosis	skos:broadMatch	ICD10CM:B69.8	Cysticercosis of other sites	15	0.5357142857142857	1.9230769230769231
MONDO:0015484	cysticercosis	skos:broadMatch	ICD10CM:B69.1	Cysticercosis of eye	7	0.35	1.9230769230769231
MONDO:0015484	cysticercosis	skos:broadMatch	ICD10CM:B69.0	Cysticercosis of central nervous system	26	0.6666666666666667	1.9230769230769231
MONDO:0015487	fatal infantile encephalocardiomyopathy	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>		39	1.0	2.0
MONDO:0015494	isolated dystonia	skos:narrowMatch	<https://icd.codes/icd10cm/G24.1>		17	1.0	2.0
MONDO:0015497	hypoglossia/aglossia	skos:narrowMatch	<https://icd.codes/icd10cm/Q38.3>		20	1.0	2.0
MONDO:0015499	paralytic facial malformation	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>		29	1.0	2.0
MONDO:0015500	facial arteriovenous malformation	skos:narrowMatch	<https://icd.codes/icd10cm/Q27.3>		33	1.0	2.0
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q30.9>		22	1.0	2.0
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q30.8>		22	1.0	2.0
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q30.3>		22	1.0	2.0
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q30.2>		22	1.0	2.0
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q30.1>		22	1.0	2.0
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	ICD10CM:Q30.9	Congenital malformation of nose, unspecified	36	0.5957446808510638	1.9586776859504131
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	ICD10CM:Q30.8	Other congenital malformations of nose	30	0.6046511627906976	1.962809917355372
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	ICD10CM:Q30.3	Congenital perforated nasal septum	27	0.4864864864864865	1.9586776859504131
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	ICD10CM:Q30.2	Fissured, notched and cleft nose	23	0.6153846153846154	1.962809917355372
MONDO:0015503	nose and cavum anomaly	skos:broadMatch	ICD10CM:Q30.1	Agenesis and underdevelopment of nose	27	0.5952380952380952	1.9586776859504131
MONDO:0015504	larynx anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q31.9>		14	1.0	2.0
MONDO:0015504	larynx anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q31.8>		14	1.0	2.0
MONDO:0015504	larynx anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q31.0>		14	1.0	2.0
MONDO:0015504	larynx anomaly	skos:broadMatch	ICD10CM:Q31.9	Congenital malformation of larynx, unspecified	38	0.7234042553191489	1.9285714285714286
MONDO:0015504	larynx anomaly	skos:broadMatch	ICD10CM:Q31.8	Other congenital malformations of larynx	31	0.6829268292682926	1.9285714285714286
MONDO:0015504	larynx anomaly	skos:broadMatch	ICD10CM:Q31.0	Web of larynx	13	0.5789473684210527	1.933673469387755
MONDO:0015515	carnitine palmitoyltransferase II deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E71.3>		44	1.0	2.0
MONDO:0015516	symbrachydactyly of hands and feet	skos:narrowMatch	<https://icd.codes/icd10cm/Q73.8>		34	1.0	2.0
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	<https://icd.codes/icd10cm/D83.9>		32	1.0	2.0
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	<https://icd.codes/icd10cm/D83.8>		32	1.0	2.0
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	<https://icd.codes/icd10cm/D83.2>		32	1.0	2.0
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	<https://icd.codes/icd10cm/D83.1>		32	1.0	2.0
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	<https://icd.codes/icd10cm/D83.0>		32	1.0	2.0
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	ICD10CM:D83.9	Common variable immunodeficiency, unspecified	13	0.28888888888888886	1.96875
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	ICD10CM:D83.8	Other common variable immunodeficiencies	9	0.24390243902439024	1.9697265625
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	ICD10CM:D83.2	Common variable immunodeficiency with autoantibodies to B- or T-cells	37	0.536231884057971	1.96875
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	ICD10CM:D83.1	Common variable immunodeficiency with predominant immunoregulatory T-cell disorders	51	0.6144578313253012	1.96875
MONDO:0015517	common variable immunodeficiency	skos:broadMatch	ICD10CM:D83.0	Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function	62	0.6595744680851063	1.96875
MONDO:0015519	congenital or early infantile CACH syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>		43	1.0	2.0
MONDO:0015520	late infantile CACH syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>		28	1.0	2.0
MONDO:0015521	juvenile or adult CACH syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>		31	1.0	2.0
MONDO:0015523	epithelioid hemangioendothelioma	skos:narrowMatch	<https://icd.codes/icd10cm/D18.0>		32	1.0	2.0
MONDO:0015524	hyperplastic polyposis syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/D12.6>		31	1.0	2.0
MONDO:0015526	cold-induced sweating syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G90.8>		30	1.0	2.0
MONDO:0015529	paroxysmal Hemicrania	skos:narrowMatch	<https://icd.codes/icd10cm/G44.0>		21	1.0	2.0
MONDO:0015530	trigeminal autonomic cephalalgia	skos:narrowMatch	<https://icd.codes/icd10cm/G44.8>		32	1.0	2.0
MONDO:0015531	non-Langerhans cell histiocytosis	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		33	1.0	2.0
MONDO:0015532	generalized eruptive histiocytosis	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		34	1.0	2.0
MONDO:0015533	benign cephalic histiocytosis	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		29	1.0	2.0
MONDO:0015534	juvenile xanthogranuloma	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		24	1.0	2.0
MONDO:0015535	xanthoma disseminatum	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		21	1.0	2.0
MONDO:0015536	papular xanthoma	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		16	1.0	2.0
MONDO:0015537	necrobiotic xanthogranuloma	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		27	1.0	2.0
MONDO:0015538	indeterminate dendritic cell tumor	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		34	1.0	2.0
MONDO:0015539	progressive nodular histiocytosis	skos:narrowMatch	<https://icd.codes/icd10cm/D76.3>		33	1.0	2.0
MONDO:0015546	non-distal monosomy 10q	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>		23	1.0	2.0
MONDO:0015552	acral dystrophic epidermolysis bullosa	skos:narrowMatch	<https://icd.codes/icd10cm/Q81.2>		38	1.0	2.0
MONDO:0015553	dystrophic epidermolysis bullosa, nails only	skos:narrowMatch	<https://icd.codes/icd10cm/Q81.2>		44	1.0	2.0
MONDO:0015557	Smouldering systemic mastocytosis	skos:narrowMatch	<https://icd.codes/icd10cm/C96.2>		33	1.0	2.0
MONDO:0015558	isolated bone marrow mastocytosis	skos:narrowMatch	<https://icd.codes/icd10cm/C96.2>		33	1.0	2.0
MONDO:0015559	lymphoadenopathic mastocytosis with eosinophilia	skos:narrowMatch	<https://icd.codes/icd10cm/C96.2>		48	1.0	2.0
MONDO:0015560	obsolete classic mast cell leukemia	skos:narrowMatch	<https://icd.codes/icd10cm/C94.3>		35	1.0	2.0
MONDO:0015562	distal monosomy 17q	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>		19	1.0	2.0
MONDO:0015564	Castleman disease	skos:narrowMatch	<https://icd.codes/icd10cm/D47.4>		17	1.0	2.0
MONDO:0015564	Castleman disease	skos:exactMatch	<https://icd.codes/icd10cm/D47.Z2>		17	1.0	2.0
MONDO:0015564	Castleman disease	skos:exactMatch	ICD10CM:D47.Z2	Castleman disease	0	0.0	0.0
MONDO:0015565	cap polyposis	skos:narrowMatch	<https://icd.codes/icd10cm/D12.6>		13	1.0	2.0
MONDO:0015566	2q24 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>		27	1.0	2.0
MONDO:0015567	cataract-glaucoma syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q12.0>		26	1.0	2.0
MONDO:0015568	isolated congenital nasal pyriform aperture stenosis	skos:narrowMatch	<https://icd.codes/icd10cm/Q30.8>		52	1.0	2.0
MONDO:0015569	congenital nasal pyriform aperture stenosis with holoprosencephaly	skos:narrowMatch	<https://icd.codes/icd10cm/Q30.8>		66	1.0	2.0
MONDO:0015571	deletion 5q35	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>		13	1.0	2.0
MONDO:0015572	obsolete cerebral malformation due to abnormal neuronal migration	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.8>		65	1.0	2.0
MONDO:0015573	subacute cutaneous lupus erythematosus	skos:exactMatch	<https://icd.codes/icd10cm/L93.1>		38	1.0	2.0
MONDO:0015573	subacute cutaneous lupus erythematosus	skos:exactMatch	ICD10CM:L93.1	Subacute cutaneous lupus erythematosus	0	0.0	0.0
MONDO:0015574	chronic cutaneous lupus erythematosus	skos:narrowMatch	<https://icd.codes/icd10cm/L93.2>		37	1.0	2.0
MONDO:0015580	distal monosomy 7q36	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>		20	1.0	2.0
MONDO:0015581	obsolete bile acid synthesis defect with cholestasis and malabsorption	skos:narrowMatch	<https://icd.codes/icd10cm/K76.8>		70	1.0	2.0
MONDO:0015583	2p21 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>		27	1.0	2.0
MONDO:0015584	febrile infection-related epilepsy syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G40.5>		43	1.0	2.0
MONDO:0015589	paraneoplastic limbic encephalitis	skos:narrowMatch	<https://icd.codes/icd10cm/G13.1>		34	1.0	2.0
MONDO:0015590	classic paraneoplastic limbic encephalitis	skos:narrowMatch	<https://icd.codes/icd10cm/G13.1>		42	1.0	2.0
MONDO:0015591	limbic encephalitis associated with antibodies to cell membrane antigens	skos:narrowMatch	<https://icd.codes/icd10cm/G13.1>		72	1.0	2.0
MONDO:0015592	limbic encephalitis with LGI1 antibodies	skos:narrowMatch	<https://icd.codes/icd10cm/G13.1>		40	1.0	2.0
MONDO:0015592	limbic encephalitis with LGI1 antibodies	skos:narrowMatch	<https://icd.codes/icd10cm/G04.8>		40	1.0	2.0
MONDO:0015593	limbic encephalitis with nCMAgs antibodies	skos:narrowMatch	<https://icd.codes/icd10cm/G13.1>		42	1.0	2.0
MONDO:0015595	posttransplant acute limbic encephalitis	skos:narrowMatch	<https://icd.codes/icd10cm/A86>		40	1.0	2.0
MONDO:0015596	non-herpetic acute limbic encephalitis	skos:narrowMatch	<https://icd.codes/icd10cm/G04.8>		38	1.0	2.0
MONDO:0015597	pustulosis palmaris et plantaris	skos:exactMatch	<https://icd.codes/icd10cm/L40.3>		32	1.0	2.0
MONDO:0015597	pustulosis palmaris et plantaris	skos:exactMatch	ICD10CM:L40.3	Pustulosis palmaris et plantaris	0	0.0	0.0
MONDO:0015600	X-linked intellectual disability, Cilliers type	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>		47	1.0	2.0
MONDO:0015601	X-linked intellectual disability, van Esch type	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>		47	1.0	2.0
MONDO:0015604	middle ear anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q16.4>		18	1.0	2.0
MONDO:0015604	middle ear anomaly	skos:broadMatch	<https://icd.codes/icd10cm/Q16.3>		18	1.0	2.0
MONDO:0015604	middle ear anomaly	skos:broadMatch	ICD10CM:Q16.4	Other congenital malformations of middle ear	35	0.6222222222222222	1.9475308641975309
MONDO:0015604	middle ear anomaly	skos:broadMatch	ICD10CM:Q16.3	Congenital malformation of ear ossicles	30	0.6428571428571428	1.9537037037037037
MONDO:0015605	distal monosomy 9p	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>		18	1.0	2.0
MONDO:0015606	Xp22.3 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q99.8>		29	1.0	2.0
MONDO:0015607	partial chromosome Y deletion	skos:narrowMatch	<https://icd.codes/icd10cm/Q98.6>		29	1.0	2.0
MONDO:0015610	acquired aplastic anemia	skos:broadMatch	<https://icd.codes/icd10cm/D61.2>		24	1.0	2.0
MONDO:0015610	acquired aplastic anemia	skos:broadMatch	<https://icd.codes/icd10cm/D61.1>		24	1.0	2.0
MONDO:0015610	acquired aplastic anemia	skos:broadMatch	ICD10CM:D61.2	Aplastic anemia due to other external agents	35	0.5531914893617021	1.9600694444444444
MONDO:0015610	acquired aplastic anemia	skos:broadMatch	ICD10CM:D61.1	Drug-induced aplastic anemia	9	0.2666666666666667	1.9600694444444444
MONDO:0015611	neutral lipid storage disease	skos:narrowMatch	<https://icd.codes/icd10cm/E75.5>		29	1.0	2.0
MONDO:0015612	Dent disease	skos:narrowMatch	<https://icd.codes/icd10cm/N25.8>		12	1.0	2.0
MONDO:0015613	dentin dysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/K00.5>		16	1.0	2.0
MONDO:0015614	dermatitis herpetiformis	skos:exactMatch	<https://icd.codes/icd10cm/L13.0>		24	1.0	2.0
MONDO:0015614	dermatitis herpetiformis	skos:exactMatch	ICD10CM:L13.0	Dermatitis herpetiformis	0	0.0	0.0
MONDO:0015622	wound myiasis	skos:exactMatch	<https://icd.codes/icd10cm/B87.1>		13	1.0	2.0
MONDO:0015622	wound myiasis	skos:exactMatch	ICD10CM:B87.1	Wound myiasis	0	0.0	0.0
MONDO:0015623	cavitary myiasis	skos:narrowMatch	<https://icd.codes/icd10cm/B87.8>		16	1.0	2.0
MONDO:0015624	diazoxide-sensitive diffuse hyperinsulinism	skos:narrowMatch	<https://icd.codes/icd10cm/E16.1>		43	1.0	2.0
MONDO:0015625	diazoxide-resistant diffuse hyperinsulinism	skos:narrowMatch	<https://icd.codes/icd10cm/E16.1>		43	1.0	2.0
MONDO:0015626	Charcot-Marie-Tooth disease	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>		27	1.0	2.0
MONDO:0015632	FASTKD2-related infantile mitochondrial encephalomyopathy	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>		57	1.0	2.0
MONDO:0015634	isolated osteopoikilosis	skos:narrowMatch	<https://icd.codes/icd10cm/Q78.8>		24	1.0	2.0
MONDO:0015635	porokeratotic eccrine ostial and dermal duct nevus	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.5>		50	1.0	2.0
MONDO:0015636	dirofilariasis	skos:narrowMatch	<https://icd.codes/icd10cm/B74.8>		14	1.0	2.0
MONDO:0015637	benign non-familial infantile seizures	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>		38	1.0	2.0
