subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing	comment
MONDO:0010457	Ogden syndrome	skos:exactMatch	NCIT:C188215	Ogden Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	ogden syndrome			LEXMATCH
MONDO:0010457	Ogden syndrome	skos:exactMatch	NCIT:C188215	Ogden Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	ogden syndrome			LEXMATCH
MONDO:0010472	developmental and epileptic encephalopathy, 36	skos:exactMatch	NCIT:C142803	Developmental and Epileptic Encephalopathy 36	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	developmental and epileptic encephalopathy 36			LEXMATCH
MONDO:0010475	X-linked central congenital hypothyroidism with late-onset testicular enlargement	skos:exactMatch	NCIT:C130989	Immunoglobulin Superfamily Member 1 Deficiency Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0010476	neurodegeneration with brain iron accumulation 5	skos:exactMatch	NCIT:C175210	Neurodegeneration with Brain Iron Accumulation 5	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	neurodegeneration with brain iron accumulation 5			LEXMATCH
MONDO:0010476	neurodegeneration with brain iron accumulation 5	skos:exactMatch	NCIT:C175210	Neurodegeneration with Brain Iron Accumulation 5	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	neurodegeneration with brain iron accumulation 5			LEXMATCH
MONDO:0010507	Xq25 microduplication syndrome	skos:exactMatch	NCIT:C177544	Xq25 Microduplication Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	xq25 microduplication syndrome			LEXMATCH
MONDO:0010515	Meester-Loeys syndrome	skos:exactMatch	NCIT:C187989	Meester-Loeys Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	meester-loeys syndrome			LEXMATCH
MONDO:0010515	Meester-Loeys syndrome	skos:exactMatch	NCIT:C187989	Meester-Loeys Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	meester-loeys syndrome			LEXMATCH
MONDO:0010519	alpha thalassemia-X-linked intellectual disability syndrome	skos:exactMatch	NCIT:C118631	Alpha Thalassemia X-Linked Mental Retardation Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0010549	Charcot-Marie-Tooth disease X-linked dominant 1	skos:exactMatch	NCIT:C129068	Charcot-Marie-Tooth Neuropathy X Type 1	Unspecified								MONDO_MAPPINGS
MONDO:0010557	choroideremia	skos:exactMatch	NCIT:C34469	Choroideremia	Unspecified								MONDO_MAPPINGS
MONDO:0010562	colonic atresia	skos:exactMatch	NCIT:C101024	Colon Atresia	Unspecified								MONDO_MAPPINGS
MONDO:0010568	Aicardi syndrome	skos:exactMatch	NCIT:C35256	Aicardi Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0010580	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	skos:exactMatch	NCIT:C131009	Immune Dysregulation, Polyendocrinopathy, and Enteropathy X-Linked Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0010595	Sertoli cell-only syndrome	skos:exactMatch	NCIT:C168988	Sertoli Cell-Only Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	sertoli cell-only syndrome			LEXMATCH
MONDO:0010595	Sertoli cell-only syndrome	skos:exactMatch	NCIT:C168988	Sertoli Cell-Only Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	sertoli cell-only syndrome			LEXMATCH
MONDO:0010619	X-linked dominant hypophosphatemic rickets	skos:exactMatch	NCIT:C85234	X-Linked Dominant Hypophosphatemic Rickets	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	x-linked dominant hypophosphatemic rickets			LEXMATCH
MONDO:0010619	X-linked dominant hypophosphatemic rickets	skos:exactMatch	NCIT:C85234	X-Linked Dominant Hypophosphatemic Rickets	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	x-linked dominant hypophosphatemic rickets			LEXMATCH
MONDO:0010627	X-linked lymphoproliferative syndrome	skos:exactMatch	NCIT:C61246	X-Linked Lymphoproliferative Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0010651	Menkes disease	skos:exactMatch	NCIT:C75486	Menkes Disease	Unspecified								MONDO_MAPPINGS
MONDO:0010653	Renpenning syndrome	skos:exactMatch	NCIT:C165533	Renpenning Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	renpenning syndrome			LEXMATCH
MONDO:0010653	Renpenning syndrome	skos:exactMatch	NCIT:C165533	Renpenning Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	renpenning syndrome			LEXMATCH
MONDO:0010679	Duchenne muscular dystrophy	skos:exactMatch	NCIT:C75482	Duchenne Muscular Dystrophy	Unspecified								MONDO_MAPPINGS
MONDO:0010702	orofaciodigital syndrome I	skos:exactMatch	NCIT:C75481	Orofaciodigital Syndrome Type 1	Unspecified								MONDO_MAPPINGS
MONDO:0010703	ornithine carbamoyltransferase deficiency	skos:exactMatch	NCIT:C84957	Ornithine Carbamoyltransferase Deficiency Disease	Unspecified								MONDO_MAPPINGS
MONDO:0010709	early-onset parkinsonism-intellectual disability syndrome	skos:exactMatch	NCIT:C184991	Waisman Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	waisman syndrome			LEXMATCH
MONDO:0010714	Pelizaeus-Merzbacher disease	skos:exactMatch	NCIT:C75487	Pelizaeus-Merzbacher Disease	Unspecified								MONDO_MAPPINGS
MONDO:0010725	X-linked retinoschisis	skos:exactMatch	NCIT:C75483	Juvenile X-Linked Retinoschisis	Unspecified								MONDO_MAPPINGS
MONDO:0010726	Rett syndrome	skos:exactMatch	NCIT:C75488	Rett Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0010743	thrombocytopenia 1	skos:exactMatch	NCIT:C176617	Thrombocytopenia 1	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	thrombocytopenia 1			LEXMATCH
MONDO:0010743	thrombocytopenia 1	skos:exactMatch	NCIT:C176617	Thrombocytopenia 1	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	thrombocytopenia 1			LEXMATCH
MONDO:0010747	X-linked dystonia-parkinsonism	skos:exactMatch	NCIT:C126330	X-Linked Dystonia Parkinsonism	Unspecified								MONDO_MAPPINGS
MONDO:0010765	46,XY complete gonadal dysgenesis	skos:exactMatch	NCIT:C120198	46,XY Gonadal Dysgenesis	Unspecified								MONDO_MAPPINGS
MONDO:0010771	histiocytoid cardiomyopathy	skos:exactMatch	NCIT:C45745	Conduction System Hamartoma	Unspecified								MONDO_MAPPINGS
MONDO:0010788	Leber hereditary optic neuropathy	skos:exactMatch	NCIT:C84808	Leber Hereditary Optic Atrophy	Unspecified								MONDO_MAPPINGS
MONDO:0010795	oncocytic neoplasm	skos:exactMatch	NCIT:C7072	Oncocytic Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0010810	vitamin D hydroxylation-deficient rickets, type 1B	skos:exactMatch	NCIT:C131074	Vitamin D 25-Hydroxylase Deficiency	Unspecified								MONDO_MAPPINGS
MONDO:0010888	endometriosis of uterus	skos:exactMatch	NCIT:C6996	Uterine Corpus Adenomyosis	Unspecified								MONDO_MAPPINGS
MONDO:0010894	maturity-onset diabetes of the young type 3	skos:exactMatch	NCIT:C129742	Hepatocyte Nuclear Factor 1-Alpha-Associated Monogenic Diabetes	Unspecified								MONDO_MAPPINGS
MONDO:0010896	pigment dispersion syndrome	skos:exactMatch	NCIT:C187288	Pigment Dispersion Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	pigment dispersion syndrome			LEXMATCH
MONDO:0010896	pigment dispersion syndrome	skos:exactMatch	NCIT:C187288	Pigment Dispersion Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pigment dispersion syndrome			LEXMATCH
MONDO:0010909	UV-sensitive syndrome 1	skos:exactMatch	NCIT:C173106	UV-Sensitive Syndrome 1	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	uv-sensitive syndrome 1			LEXMATCH
MONDO:0010909	UV-sensitive syndrome 1	skos:exactMatch	NCIT:C173106	UV-Sensitive Syndrome 1	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	uv-sensitive syndrome 1			LEXMATCH
MONDO:0010911	prolactin-producing pituitary gland adenoma	skos:exactMatch	NCIT:C3342	Lactotroph Pituitary Neuroendocrine Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0010931	vitamin D-dependent rickets, type 2B	skos:exactMatch	NCIT:C131076	Vitamin D Dependent Rickets 2b	Unspecified								MONDO_MAPPINGS
MONDO:0011022	Potocki-Shaffer syndrome	skos:exactMatch	NCIT:C75456	Potocki-Shaffer Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0011055	distal monosomy 10p	skos:exactMatch	NCIT:C130982	10p13-p14 Deletion Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0011094	dilated cardiomyopathy 1C	skos:exactMatch	NCIT:C170436	Dilated Cardiomyopathy-1C	Unspecified								MONDO_MAPPINGS
MONDO:0011101	peroxisome biogenesis disorder 1B	skos:exactMatch	NCIT:C155749	Peroxisome Biogenesis Disorder 1B	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	peroxisome biogenesis disorder 1b			LEXMATCH
MONDO:0011101	peroxisome biogenesis disorder 1B	skos:exactMatch	NCIT:C155749	Peroxisome Biogenesis Disorder 1B	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	peroxisome biogenesis disorder 1b			LEXMATCH
MONDO:0011101	peroxisome biogenesis disorder 1B	skos:exactMatch	NCIT:C155749	Peroxisome Biogenesis Disorder 1B	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	peroxisome biogenesis disorder 1b	semapv:RegularExpressionReplacement		LEXMATCH
MONDO:0011125	trichothiodystrophy 1, photosensitive	skos:exactMatch	NCIT:C156433	Trichothiodystrophy 1, Photosensitive	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	trichothiodystrophy 1, photosensitive			LEXMATCH
MONDO:0011125	trichothiodystrophy 1, photosensitive	skos:exactMatch	NCIT:C156433	Trichothiodystrophy 1, Photosensitive	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	trichothiodystrophy 1, photosensitive			LEXMATCH
MONDO:0011146	tetrasomy 12p	skos:exactMatch	NCIT:C75458	Pallister-Killian Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0011147	chromosome 18q deletion syndrome	skos:exactMatch	NCIT:C84522	Deletion 18q Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0011225	severe combined immunodeficiency due to DCLRE1C deficiency	skos:exactMatch	NCIT:C162694	Severe Combined Immunodeficiency, Athabascan Type	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	severe combined immunodeficiency, athabascan type			LEXMATCH
MONDO:0011264	torsion dystonia 6	skos:exactMatch	NCIT:C156361	Torsion Dystonia 6	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	torsion dystonia 6			LEXMATCH
MONDO:0011368	papillary thyroid Microcarcinoma	skos:exactMatch	NCIT:C46004	Thyroid Gland Papillary Microcarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0011382	sickle cell anemia	skos:exactMatch	NCIT:C34383	Sickle Cell Disease	Unspecified								MONDO_MAPPINGS
MONDO:0011383	autoimmune lymphoproliferative syndrome type 2A	skos:exactMatch	NCIT:C39576	Type 2 Autoimmune Lymphoproliferative Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0011385	intervertebral disc degenerative disorder	skos:exactMatch	NCIT:C26983	Intervertebral Disc Degenerative Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0011399	alpha thalassemia	skos:exactMatch	NCIT:C34368	Alpha Thalassemia	Unspecified								MONDO_MAPPINGS
MONDO:0011405	poikiloderma with neutropenia	skos:exactMatch	NCIT:C177535	Poikiloderma with Neutropenia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	poikiloderma with neutropenia			LEXMATCH
MONDO:0011405	poikiloderma with neutropenia	skos:exactMatch	NCIT:C177535	Poikiloderma with Neutropenia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	poikiloderma with neutropenia			LEXMATCH
MONDO:0011449	Salla disease	skos:exactMatch	NCIT:C85067	Sialic Acid Storage Disease	Unspecified								MONDO_MAPPINGS
MONDO:0011459	arrhythmogenic right ventricular dysplasia 5	skos:exactMatch	NCIT:C173470	Familial Arrhythmogenic Right Ventricular Dysplasia 5	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	familial arrhythmogenic right ventricular dysplasia 5			LEXMATCH
MONDO:0011476	MHC class I deficiency	skos:exactMatch	NCIT:C171267	Bare Lymphocyte Syndrome Type 1	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	bare lymphocyte syndrome type 1			LEXMATCH
MONDO:0011479	postural orthostatic tachycardia syndrome	skos:exactMatch	NCIT:C85020	Postural Orthostatic Tachycardia Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	postural orthostatic tachycardia syndrome			LEXMATCH
MONDO:0011484	catecholaminergic polymorphic ventricular tachycardia 1	skos:exactMatch	NCIT:C123414	Catecholaminergic Polymorphic Ventricular Tachycardia Type 1	Unspecified								MONDO_MAPPINGS
MONDO:0011503	cortisone reductase deficiency 1	skos:exactMatch	NCIT:C131849	Hexose-6-phosphate Dehydrogenase Deficiency	Unspecified								MONDO_MAPPINGS
MONDO:0011514	tricuspid atresia	skos:exactMatch	NCIT:C85202	Tricuspid Valve Atresia	Unspecified								MONDO_MAPPINGS
MONDO:0011531	Noonan syndrome 2	skos:exactMatch	NCIT:C176930	Noonan Syndrome 2	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	noonan syndrome 2			LEXMATCH
MONDO:0011531	Noonan syndrome 2	skos:exactMatch	NCIT:C176930	Noonan Syndrome 2	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	noonan syndrome 2			LEXMATCH
MONDO:0011583	cerebral amyloid angiopathy, APP-related	skos:exactMatch	NCIT:C157147	Cerebral Amyloid Angiopathy, APP-Related	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cerebral amyloid angiopathy, app-related			LEXMATCH
MONDO:0011583	cerebral amyloid angiopathy, APP-related	skos:exactMatch	NCIT:C157147	Cerebral Amyloid Angiopathy, APP-Related	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cerebral amyloid angiopathy, app-related			LEXMATCH
MONDO:0011603	GNE myopathy	skos:exactMatch	NCIT:C176900	Nonaka Myopathy	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	nonaka myopathy			LEXMATCH
MONDO:0011613	autosomal recessive early-onset Parkinson disease 6	skos:exactMatch	NCIT:C184990	Parkinson Disease 6, Early Onset	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	parkinson disease 6, early onset			LEXMATCH
MONDO:0011644	pars planitis	skos:exactMatch	NCIT:C34903	Pars Planitis	Unspecified								MONDO_MAPPINGS
MONDO:0011652	Phelan-McDermid syndrome	skos:exactMatch	NCIT:C157124	Phelan-McDermid Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	phelan-mcdermid syndrome			LEXMATCH
MONDO:0011652	Phelan-McDermid syndrome	skos:exactMatch	NCIT:C157124	Phelan-McDermid Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	phelan-mcdermid syndrome			LEXMATCH
MONDO:0011655	alveolar soft part sarcoma	skos:exactMatch	NCIT:C7943	Adult Alveolar Soft Part Sarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0011667	maturity-onset diabetes of the young type 4	skos:exactMatch	NCIT:C129746	PDX1-Associated Monogenic Diabetes	Unspecified								MONDO_MAPPINGS
MONDO:0011668	maturity-onset diabetes of the young type 6	skos:exactMatch	NCIT:C129745	Neurogenic Differentiation Factor 1-Associated Monogenic Diabetes	Unspecified								MONDO_MAPPINGS
MONDO:0011709	split hand-foot malformation 5	skos:exactMatch	NCIT:C75002	Split-Hand/Foot Malformation Type 5	Unspecified								MONDO_MAPPINGS
MONDO:0011713	melanoma-pancreatic cancer syndrome	skos:exactMatch	NCIT:C176904	Melanoma-Pancreatic Cancer Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	melanoma-pancreatic cancer syndrome			LEXMATCH
MONDO:0011713	melanoma-pancreatic cancer syndrome	skos:exactMatch	NCIT:C176904	Melanoma-Pancreatic Cancer Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	melanoma-pancreatic cancer syndrome			LEXMATCH
MONDO:0011717	hyperinsulinism-hyperammonemia syndrome	skos:exactMatch	NCIT:C131832	Glutamate Dehydrogenase 1 Hyperinsulinism	Unspecified								MONDO_MAPPINGS
MONDO:0011732	familial digital arthropathy-brachydactyly	skos:exactMatch	NCIT:C175208	Familial Digital Arthropathy-Brachydactyly	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	familial digital arthropathy-brachydactyly			LEXMATCH
MONDO:0011781	spinocerebellar ataxia type 17	skos:exactMatch	NCIT:C179861	Spinocerebellar Ataxia Type 17	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	spinocerebellar ataxia type 17			LEXMATCH
MONDO:0011781	spinocerebellar ataxia type 17	skos:exactMatch	NCIT:C179861	Spinocerebellar Ataxia Type 17	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	spinocerebellar ataxia type 17			LEXMATCH
MONDO:0011784	Moyamoya disease 2	skos:exactMatch	NCIT:C183312	Moyamoya Disease 2	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	moyamoya disease 2			LEXMATCH
MONDO:0011784	Moyamoya disease 2	skos:exactMatch	NCIT:C183312	Moyamoya Disease 2	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	moyamoya disease 2			LEXMATCH
MONDO:0011786	allergic rhinitis	skos:exactMatch	NCIT:C34987	Atopic Rhinitis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	atopic rhinitis			LEXMATCH
MONDO:0011786	allergic rhinitis	skos:exactMatch	NCIT:C79532	Allergic Rhinitis	Unspecified								MONDO_MAPPINGS
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	skos:exactMatch	NCIT:C126739	Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle) Type C, 5	Unspecified								MONDO_MAPPINGS
MONDO:0011789	familial meningioma	skos:exactMatch	NCIT:C5301	Hereditary Meningioma	Unspecified								MONDO_MAPPINGS
MONDO:0011819	spinocerebellar ataxia type 19/22	skos:exactMatch	NCIT:C163756	Spinocerebellar Ataxia Type 19/22	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	spinocerebellar ataxia type 19/22			LEXMATCH
MONDO:0011885	tubulointerstitial nephritis and uveitis syndrome	skos:exactMatch	NCIT:C123021	Tubulointerstitial Nephritis and Uveitis	Unspecified								MONDO_MAPPINGS
MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	skos:exactMatch	NCIT:C178129	Noonan Syndrome-Like Disorder with Loose Anagen Hair	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	noonan syndrome-like disorder with loose anagen hair			LEXMATCH
MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	skos:exactMatch	NCIT:C178129	Noonan Syndrome-Like Disorder with Loose Anagen Hair	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	noonan syndrome-like disorder with loose anagen hair			LEXMATCH
MONDO:0011925	congenital merosin-deficient muscular dystrophy 1A	skos:exactMatch	NCIT:C118783	Merosin-Deficient Congenital Muscular Dystrophy Type 1A	Unspecified								MONDO_MAPPINGS
MONDO:0011951	amyotrophic lateral sclerosis type 6	skos:exactMatch	NCIT:C168750	Amyotrophic Lateral Sclerosis 6, With or Without Frontotemporal Dementia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	amyotrophic lateral sclerosis 6, with or without frontotemporal dementia			LEXMATCH
MONDO:0012000	specific phobia	skos:exactMatch	NCIT:C35284	Specific Phobia	Unspecified								MONDO_MAPPINGS
MONDO:0012004	parathyroid gland carcinoma	skos:exactMatch	NCIT:C4906	Parathyroid Gland Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0012016	capillary malformation-arteriovenous malformation syndrome	skos:exactMatch	NCIT:C179668	Capillary Malformation-Arteriovenous Malformation Syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	capillary malformation-arteriovenous malformation syndrome			LEXMATCH
MONDO:0012048	endogenous depression	skos:exactMatch	NCIT:C34532	Endogenous Depression	Unspecified								MONDO_MAPPINGS
MONDO:0012077	amyotrophic lateral sclerosis type 8	skos:exactMatch	NCIT:C168751	Amyotrophic Lateral Sclerosis 8	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	amyotrophic lateral sclerosis 8			LEXMATCH
MONDO:0012084	aromatic L-amino acid decarboxylase deficiency	skos:exactMatch	NCIT:C142085	Aromatic L-Amino-Acid Decarboxylase Deficiency	Unspecified								MONDO_MAPPINGS
MONDO:0012085	primary ciliary dyskinesia 3	skos:exactMatch	NCIT:C172392	Primary Ciliary Dyskinesia 3	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	primary ciliary dyskinesia 3			LEXMATCH
MONDO:0012085	primary ciliary dyskinesia 3	skos:exactMatch	NCIT:C172392	Primary Ciliary Dyskinesia 3	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	primary ciliary dyskinesia 3			LEXMATCH
MONDO:0012089	ichthyosis prematurity syndrome	skos:exactMatch	NCIT:C62590	Idiopathic Pneumonia Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0012105	granulomatosis with polyangiitis	skos:exactMatch	NCIT:C3444	Granulomatosis with Polyangiitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	granulomatosis with polyangiitis			LEXMATCH
MONDO:0012105	granulomatosis with polyangiitis	skos:exactMatch	NCIT:C3444	Granulomatosis with Polyangiitis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	granulomatosis with polyangiitis			LEXMATCH
MONDO:0012105	granulomatosis with polyangiitis	skos:exactMatch	NCIT:C123111	Pauci-Immune Glomerulonephritis associated with Granulomatosis with Polyangiitis	Unspecified								MONDO_MAPPINGS
MONDO:0012126	familial avascular necrosis of femoral head	skos:exactMatch	NCIT:C35480	Aseptic Necrosis of Femoral Head	Unspecified								MONDO_MAPPINGS
MONDO:0012180	arrhythmogenic right ventricular dysplasia 9	skos:exactMatch	NCIT:C173471	Familial Arrhythmogenic Right Ventricular Dysplasia 9	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	familial arrhythmogenic right ventricular dysplasia 9			LEXMATCH
MONDO:0012212	Loeys-Dietz syndrome 1	skos:exactMatch	NCIT:C75119	Loeys-Dietz Syndrome Type 1	Unspecified								MONDO_MAPPINGS
MONDO:0012240	nemaline myopathy 4	skos:exactMatch	NCIT:C164225	Nemaline Myopathy 4	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	nemaline myopathy 4			LEXMATCH
MONDO:0012240	nemaline myopathy 4	skos:exactMatch	NCIT:C164225	Nemaline Myopathy 4	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nemaline myopathy 4			LEXMATCH
MONDO:0012248	autosomal recessive limb-girdle muscular dystrophy type 2K	skos:exactMatch	NCIT:C133730	Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle) Type C, 1	Unspecified								MONDO_MAPPINGS
MONDO:0012249	colorectal cancer, hereditary nonpolyposis, type 2	skos:exactMatch	NCIT:C6726	Lynch 2 Syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	lynch 2 syndrome			LEXMATCH
MONDO:0012252	rhabdoid tumor predisposition syndrome 1	skos:exactMatch	NCIT:C178393	Rhabdoid Tumor Predisposition Syndrome 1	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	rhabdoid tumor predisposition syndrome 1			LEXMATCH
MONDO:0012252	rhabdoid tumor predisposition syndrome 1	skos:exactMatch	NCIT:C178393	Rhabdoid Tumor Predisposition Syndrome 1	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	rhabdoid tumor predisposition syndrome 1			LEXMATCH
MONDO:0012322	holoprosencephaly 5	skos:exactMatch	NCIT:C75460	Holoprosencephaly Type 5	Unspecified								MONDO_MAPPINGS
MONDO:0012371	Noonan syndrome 3	skos:exactMatch	NCIT:C176931	Noonan Syndrome 3	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	noonan syndrome 3			LEXMATCH
MONDO:0012371	Noonan syndrome 3	skos:exactMatch	NCIT:C176931	Noonan Syndrome 3	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	noonan syndrome 3			LEXMATCH
MONDO:0012392	2-methylbutyryl-CoA dehydrogenase deficiency	skos:exactMatch	NCIT:C98863	Butyryl-CoA Dehydrogenase Deficiency	Unspecified								MONDO_MAPPINGS
MONDO:0012396	exercise-induced hyperinsulinism	skos:exactMatch	NCIT:C131839	Monocarboxylate Transporter 1 Hyperinsulinism	Unspecified								MONDO_MAPPINGS
MONDO:0012427	Loeys-Dietz syndrome 2	skos:exactMatch	NCIT:C114768	Loeys-Dietz Syndrome Type 2	Unspecified								MONDO_MAPPINGS
MONDO:0012429	Aicardi-Goutieres syndrome 2	skos:exactMatch	NCIT:C165673	Aicardi-Goutieres Syndrome 2	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	aicardi-goutieres syndrome 2			LEXMATCH
MONDO:0012429	Aicardi-Goutieres syndrome 2	skos:exactMatch	NCIT:C165673	Aicardi-Goutieres Syndrome 2	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	aicardi-goutieres syndrome 2			LEXMATCH
MONDO:0012434	arrhythmogenic right ventricular dysplasia 10	skos:exactMatch	NCIT:C177248	Familial Arrhythmogenic Right Ventricular Dysplasia 10	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	familial arrhythmogenic right ventricular dysplasia 10			LEXMATCH
MONDO:0012435	3-methylglutaconic aciduria type 5	skos:exactMatch	NCIT:C173146	3-Methylglutaconic Aciduria Type 5	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	3-methylglutaconic aciduria type 5			LEXMATCH
