subject	subject_value	predicate	object	object_value
MONDO:0013368	mammary-digital-nail syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.2>	
MONDO:0013387	developmental and epileptic encephalopathy, 7	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>	
MONDO:0013391	sterol carrier protein 2 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>	
MONDO:0013392	autosomal recessive spinocerebellar ataxia 10	skos:narrowMatch	<https://icd.codes/icd10cm/G11.2>	
MONDO:0013393	distal 7q11.23 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0013396	chromosome 1p32-p31 deletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0013400	Congenital adrenal insuffiency with 46, XY sex reversal OR 46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/Q56.1>	
MONDO:0013404	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	skos:narrowMatch	<https://icd.codes/icd10cm/E72.1>	
MONDO:0013417	complement component 3 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.1>	
MONDO:0013423	immunodeficiency due to MASP-2 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.1>	
MONDO:0013424	3p- syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0013427	immunodeficiency 31B	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0013439	congenital bile acid synthesis defect 3	skos:narrowMatch	<https://icd.codes/icd10cm/K76.8>	
MONDO:0013452	multisystemic smooth muscle dysfunction syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/I73.8>	
MONDO:0013456	constitutional megaloblastic anemia with severe neurologic disease	skos:narrowMatch	<https://icd.codes/icd10cm/D52.8>	
MONDO:0013458	hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/N15.8>	
MONDO:0013464	episodic ataxia type 5	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0013467	immunodeficiency due to ficolin3 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.1>	
MONDO:0013472	fatal infantile hypertonic myofibrillar myopathy	skos:narrowMatch	<https://icd.codes/icd10cm/G71.2>	
MONDO:0013478	PLIN1-related familial partial lipodystrophy	skos:narrowMatch	<https://icd.codes/icd10cm/E88.1>	
MONDO:0013481	chromosome 13q14 deletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0013485	spinocerebellar ataxia type 35	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0013486	spinocerebellar ataxia type 32	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0013487	recurrent Neisseria infections due to factor D deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.1>	
MONDO:0013523	Nestor-Guillermo progeria syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E34.8>	
MONDO:0013524	bleeding diathesis due to thromboxane synthesis deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D69.8>	
MONDO:0013526	progressive myoclonic epilepsy type 6	skos:narrowMatch	<https://icd.codes/icd10cm/G40.3>	
MONDO:0013531	PSPH deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E72.8>	
MONDO:0013533	hyperlipidemia due to hepatic triglyceride lipase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E78.4>	
MONDO:0013541	complex cortical dysplasia with other brain malformations 1	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0013546	mitochondrial complex V (ATP synthase) deficiency nuclear type 2	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>	
MONDO:0013563	multiple congenital anomalies-hypotonia-seizures syndrome 1	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0013570	combined oxidative phosphorylation defect type 8	skos:narrowMatch	<https://icd.codes/icd10cm/I42.2>	
MONDO:0013572	Keppen-Lubinsky syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E88.1>	
MONDO:0013577	Lipedema	skos:narrowMatch	<https://icd.codes/icd10cm/E65>	
MONDO:0013579	methylmalonate semialdehyde dehydrogenase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E71.1>	
MONDO:0013580	pyruvate dehydrogenase E1-beta deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E74.4>	
MONDO:0013583	occipital pachygyria and polymicrogyria	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0013584	hereditary sensory neuropathy-deafness-dementia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G60.8>	
MONDO:0013594	spinocerebellar ataxia type 36	skos:narrowMatch	<https://icd.codes/icd10cm/G11.8>	
MONDO:0013595	hyperbiliverdinemia	skos:narrowMatch	<https://icd.codes/icd10cm/K76.8>	
MONDO:0013599	autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/K63.9>	
MONDO:0013600	insomnia	skos:exactMatch	<https://icd.codes/icd10cm/G47.0>	
MONDO:0013600	insomnia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/G47.0>	Insomnia
MONDO:0013600	insomnia	skos:exactMatch	<http://apps.who.int/classifications/icd10/browse/2010/en#/G47.0>	
MONDO:0013607	monocytopenia with susceptibility to infections	skos:narrowMatch	<https://icd.codes/icd10cm/D72.8>	
MONDO:0013615	craniosynostosis and dental anomalies	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>	
MONDO:0013621	LAMB2-related infantile-onset nephrotic syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/N04.8>	
MONDO:0013622	platelet-type bleeding disorder 9	skos:narrowMatch	<https://icd.codes/icd10cm/D69.8>	
MONDO:0013623	platelet-type bleeding disorder 11	skos:narrowMatch	<https://icd.codes/icd10cm/D69.8>	
MONDO:0013626	psoriasis 14, pustular	skos:narrowMatch	<https://icd.codes/icd10cm/L40.2>	
MONDO:0013644	Charcot-Marie-Tooth disease axonal type 2O	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0013645	autosomal recessive spinocerebellar ataxia 11	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0013646	chromosome 8q21.11 deletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0013648	familial progressive hyperpigmentation	skos:narrowMatch	<https://icd.codes/icd10cm/L81.4>	
MONDO:0013659	microcephaly-capillary malformation syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0013661	combined malonic and methylmalonic acidemia	skos:narrowMatch	<https://icd.codes/icd10cm/E71.1>	
MONDO:0013664	46,XY disorder of sex development due to testicular 17,20-desmolase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E29.1>	
MONDO:0013668	tetrasomy 18p	skos:narrowMatch	<https://icd.codes/icd10cm/Q99.8>	
MONDO:0013673	Wolfram-like syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E13.8>	
MONDO:0013674	neurodegeneration with brain iron accumulation 4	skos:narrowMatch	<https://icd.codes/icd10cm/G23.0>	
MONDO:0013675	multiple mitochondrial dysfunctions syndrome 2	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0013687	autosomal recessive spinocerebellar ataxia 12	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0013688	linear and whorled nevoid hypermelanosis	skos:narrowMatch	<https://icd.codes/icd10cm/L81.4>	
MONDO:0013691	Feingold syndrome type 2	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0013711	peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0013722	hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0013726	encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0013730	graft versus host disease	skos:narrowMatch	<https://icd.codes/icd10cm/T86.0>	
MONDO:0013731	MEGF10-Related Myopathy	skos:narrowMatch	<https://icd.codes/icd10cm/G71.2>	
MONDO:0013740	lethal occipital encephalocele-skeletal dysplasia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.5>	
MONDO:0013743	autosomal systemic lupus erythematosus type 16	skos:narrowMatch	<https://icd.codes/icd10cm/M32.8>	
MONDO:0013753	Charcot-Marie-Tooth disease axonal type 2P	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0013755	PYCR1-related de Barsy syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0013758	Charcot-Marie-Tooth disease dominant intermediate E	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0013760	congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q80.8>	
MONDO:0013762	lipoic acid synthetase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0013766	familial cold autoinflammatory syndrome 3	skos:narrowMatch	<https://icd.codes/icd10cm/L50.2>	
MONDO:0013767	autoimmune lymphoproliferative syndrome type 4	skos:narrowMatch	<https://icd.codes/icd10cm/D72.8>	
MONDO:0013775	thrombomodulin-related bleeding disorder	skos:narrowMatch	<https://icd.codes/icd10cm/D68.3>	
MONDO:0013777	pseudohypoaldosteronism type 2B	skos:narrowMatch	<https://icd.codes/icd10cm/I15.1>	
MONDO:0013778	pseudohypoaldosteronism type 2C	skos:narrowMatch	<https://icd.codes/icd10cm/I15.1>	
MONDO:0013781	pseudohypoaldosteronism type 2D	skos:narrowMatch	<https://icd.codes/icd10cm/I15.1>	
MONDO:0013782	pseudohypoaldosteronism type 2E	skos:narrowMatch	<https://icd.codes/icd10cm/I15.1>	
MONDO:0013784	neonatal-onset encephalopathy with rigidity and seizures	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>	
MONDO:0013789	DDOST-CDG	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0013797	chromosome 17q12 deletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0013802	infantile cerebellar-retinal degeneration	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0013808	Maffucci syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q78.4>	
MONDO:0013810	COG6-CGD	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0013811	combined oxidative phosphorylation defect type 9	skos:narrowMatch	<https://icd.codes/icd10cm/I42.2>	
MONDO:0013813	dystonia 21	skos:narrowMatch	<https://icd.codes/icd10cm/G24.1>	
MONDO:0013825	congenital diarrhea 6	skos:narrowMatch	<https://icd.codes/icd10cm/P78.3>	
MONDO:0013836	familial steroid-resistant nephrotic syndrome with sensorineural deafness	skos:narrowMatch	<https://icd.codes/icd10cm/N04.8>	
MONDO:0013837	deafness-encephaloneuropathy-obesity-valvulopathy syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0013839	hereditary sensory and autonomic neuropathy type 6	skos:narrowMatch	<https://icd.codes/icd10cm/G60.8>	
MONDO:0013840	encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0013843	intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/P76.0>	
MONDO:0013858	pontine tegmental cap dysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.8>	
MONDO:0013860	idiopathic membranous glomerulonephritis	skos:narrowMatch	<https://icd.codes/icd10cm/N04.2>	
MONDO:0013863	combined immunodeficiency due to LRBA deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.8>	
MONDO:0013865	mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/I42.2>	
MONDO:0013869	adenine phosphoribosyltransferase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E79.8>	
MONDO:0013870	TMEM165-CDG	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0013873	IMAGe syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E71.1>	
MONDO:0013877	mitochondrial pyruvate carrier deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E74.4>	
MONDO:0013885	Malan overgrowth syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.3>	
MONDO:0013886	nonprogressive cerebellar atxia with intellectual disability	skos:narrowMatch	<https://icd.codes/icd10cm/G11.0>	
MONDO:0013889	short stature-optic atrophy-Pelger-HuC+t anomaly syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0013890	congenital myopathy with internal nuclei and atypical cores	skos:narrowMatch	<https://icd.codes/icd10cm/G71.2>	
MONDO:0013892	C3 glomerulonephritis	skos:narrowMatch	<https://icd.codes/icd10cm/N00.5>	
MONDO:0013894	short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0013898	karyomegalic interstitial nephritis	skos:narrowMatch	<https://icd.codes/icd10cm/N11.8>	
MONDO:0013905	autosomal recessive spinocerebellar ataxia 13	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0013907	bilateral generalized polymicrogyria	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0013918	distal tetrasomy 15q	skos:narrowMatch	<https://icd.codes/icd10cm/Q99.8>	
MONDO:0013922	Seckel syndrome 7	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0013925	methylmalonic acidemia with homocystinuria, type cblJ	skos:narrowMatch	<https://icd.codes/icd10cm/E71.1>	
MONDO:0013928	dystonia 23	skos:narrowMatch	<https://icd.codes/icd10cm/G24.8>	
MONDO:0013934	combined immunodeficiency due to STK4 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.8>	
MONDO:0013954	mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0013955	mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0013956	mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0013957	mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0013959	Charcot-Marie-Tooth disease type 4F	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0013968	PGM1-CDG	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0013969	combined oxidative phosphorylation defect type 11	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0013970	branched-chain keto acid dehydrogenase kinase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E71.1>	
MONDO:0013977	combined oxidative phosphorylation defect type 13	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>	
MONDO:0013981	myoclonus, familial	skos:narrowMatch	<https://icd.codes/icd10cm/G25.3>	
MONDO:0013986	combined oxidative phosphorylation defect type 14	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0013987	combined oxidative phosphorylation defect type 15	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0013990	pontocerebellar hypoplasia type 8	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0013991	obesity due to congenital leptin deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E66.8>	
MONDO:0013992	obesity due to leptin receptor gene deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E66.8>	
MONDO:0013993	pontocerebellar hypoplasia type 7	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0013996	focal facial dermal dysplasia type II	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0013997	focal facial dermal dysplasia type IV	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014005	immunoglobulin-mediated membranoproliferative glomerulonephritis	skos:narrowMatch	<https://icd.codes/icd10cm/N00.5>	
MONDO:0014012	Charcot-Marie-Tooth disease axonal type 2Q	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014013	maternal riboflavin deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/P00.4>	
MONDO:0014019	dystonia 24	skos:narrowMatch	<https://icd.codes/icd10cm/G24.8>	
MONDO:0014021	familial episodic pain syndrome with predominantly upper body involvement	skos:narrowMatch	<https://icd.codes/icd10cm/M79.6>	
MONDO:0014023	congenital muscular dystrophy with intellectual disability and severe epilepsy	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0014025	lower motor neuron syndrome with late-adult onset	skos:narrowMatch	<https://icd.codes/icd10cm/G12.1>	
MONDO:0014028	distal arthrogryposis type 5D	skos:narrowMatch	<https://icd.codes/icd10cm/Q68.8>	
MONDO:0014031	microcephalic primordial dwarfism, Alazami type	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0014033	dystonia 25	skos:narrowMatch	<https://icd.codes/icd10cm/G24.1>	
MONDO:0014034	severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014039	mitochondrial DNA depletion syndrome 11	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>	
MONDO:0014043	microcephalic primordial dwarfism due to ZNF335 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0014044	dysmorphism-conductive hearing loss-heart defect syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014058	facial dysmorphism-immunodeficiency-livedo-short stature syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0014061	Steel syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.5>	
MONDO:0014062	mitochondrial DNA deletion syndrome with progressive myopathy	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>	
MONDO:0014067	short ulna-dysmorphism-hypotonia-intellectual disability syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014069	syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.2>	
MONDO:0014072	D,L-2-hydroxyglutaric aciduria	skos:narrowMatch	<https://icd.codes/icd10cm/E72.8>	
MONDO:0014074	Charcot-Marie-Tooth disease dominant intermediate F	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014077	cobblestone lissencephaly without muscular or ocular involvement	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0014081	severe combined immunodeficiency due to CARD11 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.2>	
MONDO:0014082	cryptosporidiosis-chronic cholangitis-liver disease syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/D81.8>	
MONDO:0014089	corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014094	severe congenital hypochromic anemia with ringed sideroblasts	skos:narrowMatch	<https://icd.codes/icd10cm/D64.0>	
MONDO:0014096	microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014097	congenital short bowel syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q43.8>	
MONDO:0014098	CIDEC-related familial partial lipodystrophy	skos:narrowMatch	<https://icd.codes/icd10cm/E88.1>	
MONDO:0014115	hypomyelination with brain stem and spinal cord involvement and leg spasticity	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>	
MONDO:0014117	Charcot-Marie-Tooth disease type 4B3	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014119	intellectual disability-strabismus syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/H50.8>	
MONDO:0014121	autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures	skos:narrowMatch	<https://icd.codes/icd10cm/G12.1>	
MONDO:0014131	hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014132	multiple mitochondrial dysfunctions syndrome 3	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0014142	autosomal recessive limb-girdle muscular dystrophy type 2T	skos:narrowMatch	<https://icd.codes/icd10cm/G71.2>	
MONDO:0014149	fetal akinesia-cerebral and retinal hemorrhage syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G71.2>	
MONDO:0014154	Charcot-Marie-Tooth disease recessive intermediate C	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014157	mandibular hypoplasia-deafness-progeroid syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E34.8>	
MONDO:0014158	nephronophthisis 16	skos:narrowMatch	<https://icd.codes/icd10cm/Q61.5>	
MONDO:0014159	autosomal recessive spinocerebellar ataxia 14	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0014160	TCR-alpha-beta-positive T-cell deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D84.8>	
MONDO:0014162	infantile hypertrophic cardiomyopathy due to MRPL44 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/I42.2>	
MONDO:0014165	multiple congenital anomalies-hypotonia-seizures syndrome 3	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014168	severe combined immunodeficiency due to CORO1A deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.2>	
MONDO:0014176	hypotonia, infantile, with psychomotor retardation and characteristic facies	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014185	chromosome 3q13.31 deletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0014190	combined oxidative phosphorylation defect type 17	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014195	microcornea-myopic chorioretinal atrophy	skos:narrowMatch	<https://icd.codes/icd10cm/Q15.8>	
MONDO:0014196	Hartsfield-Bixler-Demyer syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014197	combined immunodeficiency due to MALT1 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.8>	
MONDO:0014198	mitochondrial DNA depletion syndrome 13	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014201	developmental and epileptic encephalopathy, 18	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>	
MONDO:0014205	severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>	
MONDO:0014206	severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/J84.0>	
MONDO:0014208	Charcot-Marie-Tooth disease type 2R	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0014209	early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0014210	intellectual disability-hypotonia-spasticity-sleep disorder syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G93.8>	
MONDO:0014212	sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	skos:narrowMatch	<https://icd.codes/icd10cm/E72.1>	
MONDO:0014213	intellectual disability-feeding difficulties-developmental delay-microcephaly syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014218	severe dermatitis-multiple allergies-metabolic wasting syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014221	triosephosphate isomerase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D55.2>	
MONDO:0014226	idiopathic CD4 lymphocytopenia	skos:narrowMatch	<https://icd.codes/icd10cm/D72.8>	
MONDO:0014227	hypopigmentation-punctate palmoplantar keratoderma syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014234	reticulate acropigmentation of Kitamura	skos:narrowMatch	<https://icd.codes/icd10cm/L81.8>	
MONDO:0014238	severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014243	Schaaf-Yang syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0014244	hereditary sensory and autonomic neuropathy type 7	skos:narrowMatch	<https://icd.codes/icd10cm/G60.8>	
MONDO:0014247	familial episodic pain syndrome with predominantly lower limb involvement	skos:narrowMatch	<https://icd.codes/icd10cm/M79.6>	
MONDO:0014248	autism spectrum disorder - epilepsy - arthrogryposis syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014249	multiple fibroadenoma of the breast	skos:narrowMatch	<https://icd.codes/icd10cm/D24>	
MONDO:0014258	congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E72.8>	
MONDO:0014261	growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0014267	severe combined immunodeficiency due to IKK2 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.2>	
MONDO:0014268	combined immunodeficiency due to OX40 deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.8>	
MONDO:0014270	STT3A-CDG	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0014271	STT3B-CDG	skos:narrowMatch	<https://icd.codes/icd10cm/E77.8>	
MONDO:0014272	palmoplantar keratoderma, Nagashima type	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0014273	microcephaly-thin corpus callosum-intellectual disability syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0014276	combined immunodeficiency due to CD3gamma deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.2>	
MONDO:0014289	macrocephaly-developmental delay syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q75.3>	
MONDO:0014290	neurodegeneration with brain iron accumulation 6	skos:narrowMatch	<https://icd.codes/icd10cm/G23.0>	
MONDO:0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>	
MONDO:0014294	chromosome 15q11.2 deletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0014300	proximal myopathy with extrapyramidal signs	skos:narrowMatch	<https://icd.codes/icd10cm/G71.3>	
