subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing
MONDO:0019642	vitamin D-dependent rickets, type 2	MONDO:equivalentTo	NCIT:C131077	semapv:UnspecifiedMatching	Vitamin D Dependent Rickets 2	MONDO_MAPPINGS							
MONDO:0003141	cerebellopontine angle embryonal tumor	MONDO:equivalentTo	NCIT:C5436	semapv:UnspecifiedMatching	Cerebellopontine Angle Embryonal Tumor, Not Otherwise Specified	MONDO_MAPPINGS							
MONDO:0000994	malignant prostate phyllodes tumor	MONDO:equivalentTo	NCIT:C5531	semapv:UnspecifiedMatching	Malignant Prostate Phyllodes Tumor	MONDO_MAPPINGS							
MONDO:0006067	acinar prostate mucinous adenocarcinoma	MONDO:equivalentTo	NCIT:C5537	semapv:UnspecifiedMatching	Prostate Acinar Mucinous Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0024857	immature extragonadal teratoma	MONDO:equivalentTo	NCIT:C8884	semapv:UnspecifiedMatching	Immature Extragonadal Teratoma	MONDO_MAPPINGS							
MONDO:0001680	vaginal mullerian papilloma	MONDO:equivalentTo	NCIT:C40255	semapv:UnspecifiedMatching	Vaginal Mullerian Papilloma	MONDO_MAPPINGS							
MONDO:0004047	sphenoidal sinus neoplasm	MONDO:equivalentTo	NCIT:C6792	semapv:UnspecifiedMatching	Sphenoid Sinus Neoplasm	MONDO_MAPPINGS							
MONDO:0004414	tamoxifen-related endometrial lesion	MONDO:equivalentTo	NCIT:C40159	semapv:UnspecifiedMatching	Tamoxifen-Related Endometrial Disorder	MONDO_MAPPINGS							
MONDO:0004645	cheek mucosa cancer	MONDO:equivalentTo	NCIT:C9320	semapv:UnspecifiedMatching	Malignant Buccal Mucosa Neoplasm	MONDO_MAPPINGS							
MONDO:0020556	pleuropulmonary blastoma type 2	MONDO:equivalentTo	NCIT:C45627	semapv:UnspecifiedMatching	Type II Pleuropulmonary Blastoma	MONDO_MAPPINGS							
MONDO:0011925	congenital merosin-deficient muscular dystrophy 1A	MONDO:equivalentTo	NCIT:C118783	semapv:UnspecifiedMatching	Merosin-Deficient Congenital Muscular Dystrophy Type 1A	MONDO_MAPPINGS							
MONDO:0019328	macrocystic lymphatic malformation	MONDO:equivalentTo	NCIT:C53316	semapv:UnspecifiedMatching	Cavernous Lymphangioma	MONDO_MAPPINGS							
MONDO:0001223	parathyroid gland disorder	MONDO:equivalentTo	NCIT:C26844	semapv:UnspecifiedMatching	Parathyroid Gland Disorder	MONDO_MAPPINGS							
MONDO:0100399	acute myeloid leukemia, t(3;3)(q21.3;q26.2)	MONDO:equivalentTo	NCIT:C122717	semapv:UnspecifiedMatching	Acute Myeloid Leukemia with t(3;3) (q21.3;q26.2); GATA2, MECOM	MONDO_MAPPINGS							
MONDO:0003639	lung hilum neoplasm	MONDO:equivalentTo	NCIT:C5671	semapv:UnspecifiedMatching	Lung Hilum Neoplasm	MONDO_MAPPINGS							
MONDO:0011146	tetrasomy 12p	MONDO:equivalentTo	NCIT:C75458	semapv:UnspecifiedMatching	Pallister-Killian Syndrome	MONDO_MAPPINGS							
MONDO:0021323	malignant neoplasm of chest wall	MONDO:equivalentTo	NCIT:C4580	semapv:UnspecifiedMatching	Malignant Chest Wall Neoplasm	MONDO_MAPPINGS							
MONDO:0004093	esophageal basaloid carcinoma	MONDO:equivalentTo	NCIT:C7032	semapv:UnspecifiedMatching	Esophageal Basaloid Carcinoma	MONDO_MAPPINGS							
MONDO:0021543	hemangioma of gingiva	MONDO:equivalentTo	NCIT:C4831	semapv:UnspecifiedMatching	Gingival Hemangioma	MONDO_MAPPINGS							
MONDO:0005411	gallbladder cancer	MONDO:equivalentTo	NCIT:C7481	semapv:UnspecifiedMatching	Gallbladder Malignant Neoplasm	MONDO_MAPPINGS							
MONDO:0001889	ovarian dysfunction	MONDO:equivalentTo	NCIT:C113351	semapv:UnspecifiedMatching	Ovarian Failure	MONDO_MAPPINGS							
MONDO:0013131	polycystic kidney disease 2	MONDO:equivalentTo	NCIT:C123166	semapv:UnspecifiedMatching	Autosomal Dominant Polycystic Kidney Disease Type 2	MONDO_MAPPINGS							
MONDO:0021222	lacrimal gland neoplasm	MONDO:equivalentTo	NCIT:C4360	semapv:UnspecifiedMatching	Lacrimal Gland Neoplasm	MONDO_MAPPINGS							
MONDO:0006283	lymphoepithelioma-like lung carcinoma	MONDO:equivalentTo	NCIT:C45519	semapv:UnspecifiedMatching	Lung Lymphoepithelial Carcinoma	MONDO_MAPPINGS							
MONDO:0020661	undifferentiated round cell sarcoma	MONDO:equivalentTo	NCIT:C121799	semapv:UnspecifiedMatching	Undifferentiated Round Cell Sarcoma	MONDO_MAPPINGS							
MONDO:0006079	ameloblastic carcinoma	MONDO:equivalentTo	NCIT:C7492	semapv:UnspecifiedMatching	Ameloblastic Carcinoma	MONDO_MAPPINGS							
MONDO:0001005	kaolin pneumoconiosis	MONDO:equivalentTo	NCIT:C35315	semapv:UnspecifiedMatching	Kaolin Pneumoconiosis	MONDO_MAPPINGS							
MONDO:0003180	cutaneous adenocystic carcinoma	MONDO:equivalentTo	NCIT:C4471	semapv:UnspecifiedMatching	Adenoid Cystic Skin Carcinoma	MONDO_MAPPINGS							
MONDO:0020101	obsolete constitutional hemolytic anemia due to membrane defect	MONDO:equivalentTo	NCIT:C101218	semapv:UnspecifiedMatching	Hemolytic Anemia due to Membrane Defect	MONDO_MAPPINGS							
MONDO:0020801	rectal medullary carcinoma	MONDO:equivalentTo	NCIT:C60640	semapv:UnspecifiedMatching	Rectal Medullary Carcinoma	MONDO_MAPPINGS							
MONDO:0021294	carcinoma in situ of gastric cardia	MONDO:equivalentTo	NCIT:C4428	semapv:UnspecifiedMatching	Gastric Cardia Carcinoma In Situ AJCC v6 and v7	MONDO_MAPPINGS							
MONDO:0008168	ovarian fibroma	MONDO:equivalentTo	NCIT:C3498	semapv:UnspecifiedMatching	Ovarian Fibroma	MONDO_MAPPINGS							
MONDO:0019266	SAPHO syndrome	MONDO:equivalentTo	NCIT:C119049	semapv:UnspecifiedMatching	Synovitis, Acne, Pustulosis, Hyperostosis, and Osteitis Syndrome	MONDO_MAPPINGS							
MONDO:0001564	binocular vision disease	MONDO:equivalentTo	NCIT:C34422	semapv:UnspecifiedMatching	Binocular Vision Disorder	MONDO_MAPPINGS							
MONDO:0021313	eyelid cancer	MONDO:equivalentTo	NCIT:C6786	semapv:UnspecifiedMatching	Malignant Eyelid Neoplasm	MONDO_MAPPINGS							
MONDO:0005382	bone Paget disease	MONDO:equivalentTo	NCIT:C3292	semapv:UnspecifiedMatching	Bone Paget Disease	MONDO_MAPPINGS							
MONDO:0043777	rhinophyma	MONDO:equivalentTo	NCIT:C34989	semapv:UnspecifiedMatching	Rhinophyma	MONDO_MAPPINGS							
MONDO:0001654	spermatic cord cancer	MONDO:equivalentTo	NCIT:C3559	semapv:UnspecifiedMatching	Malignant Spermatic Cord Neoplasm	MONDO_MAPPINGS							
MONDO:0002290	clitoris cancer	MONDO:equivalentTo	NCIT:C3557	semapv:UnspecifiedMatching	Malignant Clitoral Neoplasm	MONDO_MAPPINGS							
MONDO:0021193	neuroepithelial neoplasm	MONDO:equivalentTo	NCIT:C3787	semapv:UnspecifiedMatching	Neuroepithelial Neoplasm	MONDO_MAPPINGS							
MONDO:0002734	anal mucinous adenocarcinoma	MONDO:equivalentTo	NCIT:C5606	semapv:UnspecifiedMatching	Anal Mucinous Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0010549	Charcot-Marie-Tooth disease X-linked dominant 1	MONDO:equivalentTo	NCIT:C129068	semapv:UnspecifiedMatching	Charcot-Marie-Tooth Neuropathy X Type 1	MONDO_MAPPINGS							
MONDO:0006701	chromophobe adenoma	MONDO:equivalentTo	NCIT:C2857	semapv:UnspecifiedMatching	Pituitary Gland Chromophobe Adenoma	MONDO_MAPPINGS							
MONDO:0003455	bile duct papillary neoplasm	MONDO:equivalentTo	NCIT:C6881	semapv:UnspecifiedMatching	Bile Duct Intraductal Papillary Neoplasm	MONDO_MAPPINGS							
MONDO:0002108	thyroid cancer	MONDO:equivalentTo	NCIT:C7510	semapv:UnspecifiedMatching	Malignant Thyroid Gland Neoplasm	MONDO_MAPPINGS							
MONDO:0021280	mucoepidermoid carcinoma of parotid gland	MONDO:equivalentTo	NCIT:C5938	semapv:UnspecifiedMatching	Parotid Gland Mucoepidermoid Carcinoma	MONDO_MAPPINGS							
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	MONDO:equivalentTo	NCIT:C126739	semapv:UnspecifiedMatching	Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle) Type C, 5	MONDO_MAPPINGS							
MONDO:0027766	generalized lipodystrophy	MONDO:equivalentTo	NCIT:C131815	semapv:UnspecifiedMatching	Generalized Lipodystrophy	MONDO_MAPPINGS							
MONDO:0003767	mitral valve disorder	MONDO:equivalentTo	NCIT:C78446	semapv:UnspecifiedMatching	Mitral Valve Disorder	MONDO_MAPPINGS							
MONDO:0000473	arterial disorder	MONDO:equivalentTo	NCIT:C35317	semapv:UnspecifiedMatching	Arterial Disorder	MONDO_MAPPINGS							
MONDO:0005050	invasive ductal and lobular carcinoma	MONDO:equivalentTo	NCIT:C7688	semapv:UnspecifiedMatching	Invasive Breast Ductal Carcinoma and Lobular Carcinoma	MONDO_MAPPINGS							
MONDO:0004247	peptic ulcer disease	MONDO:equivalentTo	NCIT:C3318	semapv:UnspecifiedMatching	Peptic Ulcer	MONDO_MAPPINGS							
MONDO:0100396	acute myeloid leukemia, t(7;12)(q36;p13)	MONDO:equivalentTo	NCIT:C122690	semapv:UnspecifiedMatching	Acute Myeloid Leukemia with t(7;12)(q36;p13); HLXB9-ETV6	MONDO_MAPPINGS							
MONDO:0021451	benign neoplasm of brain	MONDO:equivalentTo	NCIT:C4781	semapv:UnspecifiedMatching	Benign Brain Neoplasm	MONDO_MAPPINGS							
MONDO:0021101	appendix L-cell glucagon-like peptide-producing neuroendocrine tumor	MONDO:equivalentTo	NCIT:C27445	semapv:UnspecifiedMatching	Appendix L-Cell Glucagon-Like Peptide-Producing Neuroendocrine Tumor	MONDO_MAPPINGS							
MONDO:0002311	retinal vascular disorder	MONDO:equivalentTo	NCIT:C35170	semapv:UnspecifiedMatching	Retinal Vascular Disorder	MONDO_MAPPINGS							
MONDO:0006265	laryngeal small cell carcinoma	MONDO:equivalentTo	NCIT:C6025	semapv:UnspecifiedMatching	Laryngeal Small Cell Neuroendocrine Carcinoma	MONDO_MAPPINGS							
MONDO:0018959	potassium-aggravated myotonia	MONDO:equivalentTo	NCIT:C122788	semapv:UnspecifiedMatching	Potassium Aggravated Myotonia	MONDO_MAPPINGS							
MONDO:0006416	small intestinal Burkitt lymphoma	MONDO:equivalentTo	NCIT:C27409	semapv:UnspecifiedMatching	Small Intestinal Burkitt Lymphoma	MONDO_MAPPINGS							
MONDO:0021640	grade III glioma	MONDO:equivalentTo	NCIT:C127816	semapv:UnspecifiedMatching	WHO Grade 3 Glioma	MONDO_MAPPINGS							
MONDO:0006223	gastric diffuse large B-cell lymphoma	MONDO:equivalentTo	NCIT:C5253	semapv:UnspecifiedMatching	Gastric Diffuse Large B-Cell Lymphoma	MONDO_MAPPINGS							
MONDO:0016110	obsolete non-dystrophic myopathy	MONDO:equivalentTo	NCIT:C122787	semapv:UnspecifiedMatching	Non-Dystrophic Myotonia	MONDO_MAPPINGS							
MONDO:0003249	pineal gland cancer	MONDO:equivalentTo	NCIT:C3573	semapv:UnspecifiedMatching	Malignant Pineal Region Neoplasm	MONDO_MAPPINGS							
MONDO:0000928	eyelid melanoma	MONDO:equivalentTo	NCIT:C4358	semapv:UnspecifiedMatching	Eyelid Melanoma	MONDO_MAPPINGS							
MONDO:0003105	prostate disorder	MONDO:equivalentTo	NCIT:C26865	semapv:UnspecifiedMatching	Prostate Disorder	MONDO_MAPPINGS							
MONDO:0003539	T-cell adult acute lymphocytic leukemia	MONDO:equivalentTo	NCIT:C9142	semapv:UnspecifiedMatching	Adult T Acute Lymphoblastic Leukemia	MONDO_MAPPINGS							
MONDO:0000378	malignant Sertoli cell tumor	MONDO:equivalentTo	NCIT:C67006	semapv:UnspecifiedMatching	Malignant Sertoli Cell Tumor	MONDO_MAPPINGS							
MONDO:0021066	urinary system neoplasm	MONDO:equivalentTo	NCIT:C3431	semapv:UnspecifiedMatching	Urinary System Neoplasm	MONDO_MAPPINGS							
MONDO:0004707	anal canal carcinoma in situ	MONDO:equivalentTo	NCIT:C7794	semapv:UnspecifiedMatching	Stage 0 Anal Canal Cancer AJCC v6 and v7	MONDO_MAPPINGS							
MONDO:0004065	intermediate cell type choroid melanoma	MONDO:equivalentTo	NCIT:C6100	semapv:UnspecifiedMatching	Choroid Intermediate Cell Type Melanoma	MONDO_MAPPINGS							
MONDO:0003358	anus leiomyosarcoma	MONDO:equivalentTo	NCIT:C5599	semapv:UnspecifiedMatching	Anal Leiomyosarcoma	MONDO_MAPPINGS							
MONDO:0018713	retiform hemangioendothelioma	MONDO:equivalentTo	NCIT:C27511	semapv:UnspecifiedMatching	Retiform Hemangioendothelioma	MONDO_MAPPINGS							
MONDO:0024245	ductal eccrine adenocarcinoma	MONDO:equivalentTo	NCIT:C43345	semapv:UnspecifiedMatching	Ductal Eccrine Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0044079	cardio-renal syndrome	MONDO:equivalentTo	NCIT:C123225	semapv:UnspecifiedMatching	Cardiorenal Syndrome	MONDO_MAPPINGS							
MONDO:0002636	accessory nerve disorder	MONDO:equivalentTo	NCIT:C26953	semapv:UnspecifiedMatching	Accessory Nerve Disorder	MONDO_MAPPINGS							
MONDO:0015253	Diamond-Blackfan anemia	MONDO:equivalentTo	NCIT:C61236	semapv:UnspecifiedMatching	Congenital Pure Red Cell Aplasia	MONDO_MAPPINGS							
MONDO:0002434	oculomotor nerve cancer	MONDO:equivalentTo	NCIT:C6995	semapv:UnspecifiedMatching	Malignant Oculomotor Nerve Neoplasm	MONDO_MAPPINGS							
MONDO:0004720	variola minor infection	MONDO:equivalentTo	NCIT:C34365	semapv:UnspecifiedMatching	Alastrim	MONDO_MAPPINGS							
MONDO:0003047	thymic large cell neuroendocrine carcinoma	MONDO:equivalentTo	NCIT:C6461	semapv:UnspecifiedMatching	Thymic Large Cell Neuroendocrine Carcinoma	MONDO_MAPPINGS							
MONDO:0001735	paranasal sinus disorder	MONDO:equivalentTo	NCIT:C26843	semapv:UnspecifiedMatching	Paranasal Sinus Disorder	MONDO_MAPPINGS							
MONDO:0021525	benign neoplasm of corpus uteri	MONDO:equivalentTo	NCIT:C3608	semapv:UnspecifiedMatching	Benign Uterine Corpus Neoplasm	MONDO_MAPPINGS							
MONDO:0003709	agoraphobia	MONDO:equivalentTo	NCIT:C34362	semapv:UnspecifiedMatching	Agoraphobia	MONDO_MAPPINGS							
MONDO:0004526	mixed endometrial stromal and smooth muscle tumor	MONDO:equivalentTo	NCIT:C40178	semapv:UnspecifiedMatching	Mixed Endometrial Stromal and Smooth Muscle Neoplasm	MONDO_MAPPINGS							
MONDO:0021632	primary brain neoplasm	MONDO:equivalentTo	NCIT:C4952	semapv:UnspecifiedMatching	Localized Brain Neoplasm	MONDO_MAPPINGS							
MONDO:0006989	suppurative periapical periodontitis	MONDO:equivalentTo	NCIT:C34913	semapv:UnspecifiedMatching	Periapical Dental Abscess	MONDO_MAPPINGS							
MONDO:0006190	endolymphatic sac tumor	MONDO:equivalentTo	NCIT:C67560	semapv:UnspecifiedMatching	Endolymphatic Sac Tumor	MONDO_MAPPINGS							
MONDO:0005102	undifferentiated (embryonal) sarcoma	MONDO:equivalentTo	NCIT:C27096	semapv:UnspecifiedMatching	Liver Embryonal Sarcoma	MONDO_MAPPINGS							
MONDO:0018883	Berardinelli-Seip congenital lipodystrophy	MONDO:equivalentTo	NCIT:C84594	semapv:UnspecifiedMatching	Berardinelli-Seip Congenital Lipodystrophy	MONDO_MAPPINGS							
MONDO:0015342	acute transverse myelitis	MONDO:equivalentTo	NCIT:C128378	semapv:UnspecifiedMatching	Acute Transverse Myelitis	MONDO_MAPPINGS							
MONDO:0044791	combined hepatocellular carcinoma and cholangiocarcinoma	MONDO:equivalentTo	NCIT:C3828	semapv:UnspecifiedMatching	Combined Hepatocellular Carcinoma and Cholangiocarcinoma	MONDO_MAPPINGS							
MONDO:0016607	odontohypophosphatasia	MONDO:equivalentTo	NCIT:C131309	semapv:UnspecifiedMatching	Odontohypophosphatasia	MONDO_MAPPINGS							
MONDO:0018510	small intestine neuroendocrine neoplasm	MONDO:equivalentTo	NCIT:C5803	semapv:UnspecifiedMatching	Small Intestinal Neuroendocrine Neoplasm	MONDO_MAPPINGS							
MONDO:0006247	histiocytic and dendritic cell neoplasm	MONDO:equivalentTo	NCIT:C9294	semapv:UnspecifiedMatching	Histiocytic and Dendritic Cell Neoplasm	MONDO_MAPPINGS							
MONDO:0043219	migraine with brainstem aura	MONDO:equivalentTo	NCIT:C117013	semapv:UnspecifiedMatching	Basilar-Type Migraine	MONDO_MAPPINGS							
MONDO:0003574	external ear cancer	MONDO:equivalentTo	NCIT:C4653	semapv:UnspecifiedMatching	Malignant External Ear Neoplasm	MONDO_MAPPINGS							
MONDO:0018068	trisomy 13	MONDO:equivalentTo	NCIT:C101223	semapv:UnspecifiedMatching	Complete Trisomy 13 Syndrome	MONDO_MAPPINGS							
MONDO:0002868	bile duct mucinous cystic neoplasm with an associated invasive carcinoma	MONDO:equivalentTo	NCIT:C4130	semapv:UnspecifiedMatching	Bile Duct Mucinous Cystic Neoplasm with an Associated Invasive Carcinoma	MONDO_MAPPINGS							
MONDO:0011493	Stickler syndrome type 2	MONDO:equivalentTo	NCIT:C74985	semapv:UnspecifiedMatching	Stickler Syndrome Type 2	MONDO_MAPPINGS							
MONDO:0021329	carcinoma of soft palate	MONDO:equivalentTo	NCIT:C8395	semapv:UnspecifiedMatching	Soft Palate Carcinoma	MONDO_MAPPINGS							
MONDO:0008177	extramammary Paget disease	MONDO:equivalentTo	NCIT:C3302	semapv:UnspecifiedMatching	Extramammary Paget Disease	MONDO_MAPPINGS							
MONDO:0019730	light chain deposition disease	MONDO:equivalentTo	NCIT:C7727	semapv:UnspecifiedMatching	Light Chain Deposition Disease	MONDO_MAPPINGS							
MONDO:0006092	appendix villous adenoma	MONDO:equivalentTo	NCIT:C5512	semapv:UnspecifiedMatching	Appendix Villous Adenoma	MONDO_MAPPINGS							
MONDO:0005866	mycobacterium avium complex disease	MONDO:equivalentTo	NCIT:C36197	semapv:UnspecifiedMatching	Mycobacterium Avium Infection	MONDO_MAPPINGS							
MONDO:0019091	bronchopulmonary dysplasia	MONDO:equivalentTo	NCIT:C90599	semapv:UnspecifiedMatching	Bronchopulmonary Dysplasia	MONDO_MAPPINGS							
MONDO:0005236	xanthoma	MONDO:equivalentTo	NCIT:C4071	semapv:UnspecifiedMatching	Xanthoma	MONDO_MAPPINGS							
MONDO:0015688	myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of PDGFRA, PDGFRB, FGFR1 or JAK2	MONDO:equivalentTo	NCIT:C84270	semapv:UnspecifiedMatching	Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2	MONDO_MAPPINGS							
MONDO:0009349	holoprosencephaly 1	MONDO:equivalentTo	NCIT:C75476	semapv:UnspecifiedMatching	Holoprosencephaly Type 1	MONDO_MAPPINGS							
MONDO:0003292	anus leiomyoma	MONDO:equivalentTo	NCIT:C5608	semapv:UnspecifiedMatching	Anal Leiomyoma	MONDO_MAPPINGS							
MONDO:0004182	stage IVb bladder cancer	MONDO:equivalentTo	NCIT:C9368	semapv:UnspecifiedMatching	Stage IVB Bladder Cancer	MONDO_MAPPINGS							
MONDO:0002622	multifocal osteogenic sarcoma	MONDO:equivalentTo	NCIT:C6470	semapv:UnspecifiedMatching	Multifocal Osteosarcoma	MONDO_MAPPINGS							
MONDO:0044740	salivary gland squamous cell carcinoma	MONDO:equivalentTo	NCIT:C7991	semapv:UnspecifiedMatching	Salivary Gland Squamous Cell Carcinoma	MONDO_MAPPINGS							
MONDO:0002806	bronchogenic carcinoma	MONDO:equivalentTo	NCIT:C35875	semapv:UnspecifiedMatching	Bronchogenic Carcinoma	MONDO_MAPPINGS							
MONDO:0003251	esophageal granular cell tumor	MONDO:equivalentTo	NCIT:C5700	semapv:UnspecifiedMatching	Esophageal Granular Cell Tumor	MONDO_MAPPINGS							
MONDO:0000371	oral cavity carcinoma in situ	MONDO:equivalentTo	NCIT:C4587	semapv:UnspecifiedMatching	Stage 0 Oral Cavity Cancer AJCC v6 and v7	MONDO_MAPPINGS							
MONDO:0015813	primary cutaneous marginal zone B-cell lymphoma	MONDO:equivalentTo	NCIT:C7230	semapv:UnspecifiedMatching	Primary Cutaneous Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue	MONDO_MAPPINGS							
MONDO:0003276	middle ear disorder	MONDO:equivalentTo	NCIT:C27065	semapv:UnspecifiedMatching	Middle Ear Disorder	MONDO_MAPPINGS							
MONDO:8000023	type 3 autoimmune lymphoproliferative syndrome	MONDO:equivalentTo	NCIT:C39577	semapv:UnspecifiedMatching	Type 3 Autoimmune Lymphoproliferative Syndrome	MONDO_MAPPINGS							
MONDO:0002332	splenic disorder	MONDO:equivalentTo	NCIT:C35823	semapv:UnspecifiedMatching	Splenic Disorder	MONDO_MAPPINGS							
MONDO:0020703	erythroid neoplasm	MONDO:equivalentTo	NCIT:C7064	semapv:UnspecifiedMatching	Erythroid Neoplasm	MONDO_MAPPINGS							
MONDO:0005532	Crohn's colitis	MONDO:equivalentTo	NCIT:C35211	semapv:UnspecifiedMatching	Crohn Colitis	MONDO_MAPPINGS							
MONDO:0003765	adult leptomeningeal melanoma	MONDO:equivalentTo	NCIT:C5319	semapv:UnspecifiedMatching	Adult Meningeal Melanoma	MONDO_MAPPINGS							
MONDO:0019187	Axenfeld-Rieger syndrome	MONDO:equivalentTo	NCIT:C131001	semapv:UnspecifiedMatching	Rieger Syndrome	MONDO_MAPPINGS							
MONDO:0003588	larynx liposarcoma	MONDO:equivalentTo	NCIT:C6021	semapv:UnspecifiedMatching	Laryngeal Liposarcoma	MONDO_MAPPINGS							
MONDO:0003687	endocardium cancer	MONDO:equivalentTo	NCIT:C4570	semapv:UnspecifiedMatching	Malignant Endocardial Neoplasm	MONDO_MAPPINGS							
MONDO:0003786	childhood testicular choriocarcinoma	MONDO:equivalentTo	NCIT:C6544	semapv:UnspecifiedMatching	Childhood Testicular Choriocarcinoma	MONDO_MAPPINGS							
MONDO:0000001	disease or disorder	MONDO:equivalentTo	NCIT:C2991	semapv:UnspecifiedMatching	Disease or Disorder	MONDO_MAPPINGS							
MONDO:0020591	obsolete disorder of peritoneum	MONDO:equivalentTo	NCIT:C26848	semapv:UnspecifiedMatching	Peritoneal Disorder	MONDO_MAPPINGS							
MONDO:0005494	triple-negative breast carcinoma	MONDO:equivalentTo	NCIT:C71732	semapv:UnspecifiedMatching	Triple-Negative Breast Carcinoma	MONDO_MAPPINGS							
MONDO:0021232	pineal body neoplasm	MONDO:equivalentTo	NCIT:C3328	semapv:UnspecifiedMatching	Pineal Region Neoplasm	MONDO_MAPPINGS							
MONDO:0003534	papillary thymic adenocarcinoma	MONDO:equivalentTo	NCIT:C27937	semapv:UnspecifiedMatching	Thymic Low Grade Papillary Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0024892	soft tissue amyloid neoplasm	MONDO:equivalentTo	NCIT:C8323	semapv:UnspecifiedMatching	Soft Tissue Amyloid Neoplasm	MONDO_MAPPINGS							
MONDO:0020404	shone complex	MONDO:equivalentTo	NCIT:C99058	semapv:UnspecifiedMatching	Shone Syndrome	MONDO_MAPPINGS							
MONDO:0005570	hematologic disorder	MONDO:equivalentTo	NCIT:C26323	semapv:UnspecifiedMatching	Hematologic and Lymphocytic Disorder	MONDO_MAPPINGS							
MONDO:0006068	ACTH-producing pituitary gland adenoma	MONDO:equivalentTo	NCIT:C7462	semapv:UnspecifiedMatching	Corticotroph Pituitary Neuroendocrine Tumor	MONDO_MAPPINGS							
MONDO:0004754	rectal prolapse	MONDO:equivalentTo	NCIT:C34973	semapv:UnspecifiedMatching	Rectal Prolapse	MONDO_MAPPINGS							
MONDO:0007404	Cri-du-chat syndrome	MONDO:equivalentTo	NCIT:C34518	semapv:UnspecifiedMatching	Cri du Chat Syndrome	MONDO_MAPPINGS							
MONDO:0017207	primary organ-specific lymphoma	MONDO:equivalentTo	NCIT:C7185	semapv:UnspecifiedMatching	Lymphoma by Site	MONDO_MAPPINGS							
MONDO:0006426	spinal cord primitive neuroectodermal tumor	MONDO:equivalentTo	NCIT:C5406	semapv:UnspecifiedMatching	Spinal Cord Embryonal Tumor, Not Otherwise Specified	MONDO_MAPPINGS							
MONDO:0036595	ovarian Sertoli-Leydig cell tumor	MONDO:equivalentTo	NCIT:C2880	semapv:UnspecifiedMatching	Ovarian Sertoli-Leydig Cell Tumor	MONDO_MAPPINGS							
MONDO:0004530	early invasive cervical adenocarcinoma	MONDO:equivalentTo	NCIT:C36096	semapv:UnspecifiedMatching	Early Invasive Cervical Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0006150	colon Burkitt lymphoma	MONDO:equivalentTo	NCIT:C27465	semapv:UnspecifiedMatching	Colon Burkitt Lymphoma	MONDO_MAPPINGS							
MONDO:0009678	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	MONDO:equivalentTo	NCIT:C126741	semapv:UnspecifiedMatching	Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 4	MONDO_MAPPINGS							
MONDO:0006229	gastric small cell neuroendocrine carcinoma	MONDO:equivalentTo	NCIT:C6764	semapv:UnspecifiedMatching	Gastric Small Cell Neuroendocrine Carcinoma	MONDO_MAPPINGS							
MONDO:0006794	hypersensitivity vasculitis	MONDO:equivalentTo	NCIT:C82863	semapv:UnspecifiedMatching	Leukocytoclastic Vasculitis	MONDO_MAPPINGS							
MONDO:0044881	hematopoietic and lymphoid cell neoplasm	MONDO:equivalentTo	NCIT:C27134	semapv:UnspecifiedMatching	Hematopoietic and Lymphoid Cell Neoplasm	MONDO_MAPPINGS							
MONDO:0003620	peripheral nervous system disorder	MONDO:equivalentTo	NCIT:C27580	semapv:UnspecifiedMatching	Peripheral Nervous System Disorder	MONDO_MAPPINGS							
MONDO:0030708	Trichomonas cervicitis	MONDO:equivalentTo	NCIT:C35588	semapv:UnspecifiedMatching	Trichomonas Cervicitis	MONDO_MAPPINGS							
MONDO:0002368	papillary serous cystadenocarcinoma	MONDO:equivalentTo	NCIT:C8377	semapv:UnspecifiedMatching	Papillary Serous Cystadenocarcinoma	MONDO_MAPPINGS							
MONDO:0035940	B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	MONDO:equivalentTo	NCIT:C80331	semapv:UnspecifiedMatching	B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1	MONDO_MAPPINGS							
MONDO:0006272	low grade fibromyxoid sarcoma	MONDO:equivalentTo	NCIT:C45202	semapv:UnspecifiedMatching	Low Grade Fibromyxoid Sarcoma	MONDO_MAPPINGS							
MONDO:0021019	X-linked recessive ocular albinism	MONDO:equivalentTo	NCIT:C118785	semapv:UnspecifiedMatching	Ocular Albinism Type 1	MONDO_MAPPINGS							
MONDO:0006146	chondroid hamartoma	MONDO:equivalentTo	NCIT:C42589	semapv:UnspecifiedMatching	Chondroid Hamartoma	MONDO_MAPPINGS							
