subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ICD10CM:M27.8	Other specified diseases of jaws	skos:exactMatch	MONDO:0007315	cherubism	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cherubism
ICD10CM:M27.8	Other specified diseases of jaws	skos:exactMatch	MONDO:0007315	cherubism	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cherubism
ICD10CM:N18.9	Chronic kidney disease, unspecified	skos:exactMatch	MONDO:0005300	chronic kidney disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	chronic renal disease
MONDO:0008475	Spondylolisthesis	skos:exactMatch	ICD10CM:M43.1	spondylolisthesis	semapv:LexicalMatching	LEXMATCH					
MONDO:0008475	Spondylolisthesis	skos:exactMatch	ICD10CM:M43.1	spondylolisthesis	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:M43.1	Spondylolisthesis	skos:exactMatch	MONDO:0008475	spondylolisthesis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	spondylolisthesis
ICD10CM:M43.1	Spondylolisthesis	skos:exactMatch	MONDO:0008475	spondylolisthesis	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	spondylolisthesis
ICD10CM:M43.1	Spondylolisthesis	skos:exactMatch	MONDO:0008475	spondylolisthesis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	spondylolisthesis
ICD10CM:A54.33	Gonococcal keratitis	skos:exactMatch	MONDO:0004852	gonococcal keratitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gonococcal keratitis
ICD10CM:K62.3	Rectal prolapse	skos:exactMatch	MONDO:0004754	rectal prolapse	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	rectal prolapse
ICD10CM:K62.3	Rectal prolapse	skos:exactMatch	MONDO:0004754	rectal prolapse	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	rectal prolapse
ICD10CM:K62.3	Rectal prolapse	skos:exactMatch	MONDO:0004754	rectal prolapse	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	rectal prolapse
MONDO:0100340	Friedreich ataxia	skos:exactMatch	ICD10CM:G11.11	Friedreich ataxia 1	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G11.11	Friedreich ataxia	skos:exactMatch	MONDO:0100340	Friedreich ataxia 1	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	friedreich ataxia with retained reflexes
MONDO:0009813	Chronic multifocal osteomyelitis	skos:exactMatch	ICD10CM:M86.3	chronic recurrent multifocal osteomyelitis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:M86.3	Chronic multifocal osteomyelitis	skos:exactMatch	MONDO:0009813	chronic recurrent multifocal osteomyelitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	chronic multifocal osteomyelitis
ICD10CM:H53.54	Protanomaly	skos:exactMatch	MONDO:0010565	red color blindness	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	protanopia
MONDO:0005011	Crohn's disease [regional enteritis]	skos:exactMatch	ICD10CM:K50	Crohn disease	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:K50	Crohn's disease [regional enteritis]	skos:exactMatch	MONDO:0005011	Crohn disease	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	crohn's disease
ICD10CM:A24.1	Acute and fulminating melioidosis	skos:exactMatch	MONDO:0017775	melioidosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	acute and fulminating melioidosis
MONDO:0008867	Atresia of bile ducts	skos:exactMatch	ICD10CM:Q44.2	biliary atresia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:Q44.2	Atresia of bile ducts	skos:exactMatch	MONDO:0008867	biliary atresia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	atresia of bile ducts
MONDO:0007969	Melkersson's syndrome	skos:exactMatch	ICD10CM:G51.2	Melkersson-Rosenthal syndrome	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G51.2	Melkersson's syndrome	skos:exactMatch	MONDO:0007969	Melkersson-Rosenthal syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	melkersson-rosenthal syndrome
ICD10CM:G51.2	Melkersson's syndrome	skos:exactMatch	MONDO:0007969	Melkersson-Rosenthal syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	melkersson's syndrome
ICD10CM:G51.2	Melkersson's syndrome	skos:exactMatch	MONDO:0007969	Melkersson-Rosenthal syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	melkersson-rosenthal syndrome
MONDO:0019165	Other hyperfunction of pituitary gland	skos:exactMatch	ICD10CM:E22.8	central precocious puberty	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E22.8	Other hyperfunction of pituitary gland	skos:exactMatch	MONDO:0019165	central precocious puberty	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	central precocious puberty
MONDO:0009852	Vitamin B12 deficiency anemia due to intrinsic factor deficiency	skos:exactMatch	ICD10CM:D51.0	hereditary intrinsic factor deficiency	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D51.0	Vitamin B12 deficiency anemia due to intrinsic factor deficiency	skos:exactMatch	MONDO:0009852	hereditary intrinsic factor deficiency	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	congenital intrinsic factor deficiency
ICD10CM:H57.01	Argyll Robertson pupil, atypical	skos:exactMatch	MONDO:0001986	Argyll Robertson pupil	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	argyll robertson pupil, atypical
ICD10CM:E78.72	Smith-Lemli-Opitz syndrome	skos:exactMatch	MONDO:0010035	Smith-Lemli-Opitz syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	smith-lemli-opitz syndrome
ICD10CM:E78.72	Smith-Lemli-Opitz syndrome	skos:exactMatch	MONDO:0010035	Smith-Lemli-Opitz syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	smith-lemli-opitz syndrome
MONDO:0043294	Linear scleroderma	skos:exactMatch	ICD10CM:L94.1	linear scleroderma	semapv:LexicalMatching	LEXMATCH					
ICD10CM:K14.5	Plicated tongue	skos:exactMatch	MONDO:0007655	fissured tongue	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	fissured tongue
ICD10CM:K14.5	Plicated tongue	skos:exactMatch	MONDO:0007655	fissured tongue	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	furrowed tongue
ICD10CM:K14.5	Plicated tongue	skos:exactMatch	MONDO:0007655	fissured tongue	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	scrotal tongue
ICD10CM:K14.5	Plicated tongue	skos:exactMatch	MONDO:0007655	fissured tongue	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	plicated tongue
ICD10CM:L94.1	Linear scleroderma	skos:exactMatch	MONDO:0043294	linear scleroderma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	linear scleroderma
ICD10CM:L94.1	Linear scleroderma	skos:exactMatch	MONDO:0043294	linear scleroderma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	linear scleroderma
ICD10CM:B74.4	Mansonelliasis	skos:exactMatch	MONDO:0005838	mansonelliasis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mansonelliasis
MONDO:0011962	Malignant neoplasm of endometrium	skos:exactMatch	ICD10CM:C54.1	endometrial cancer	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C54.1	Malignant neoplasm of endometrium	skos:exactMatch	MONDO:0011962	endometrial cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of endometrium
MONDO:0013662	Barrett's esophagus	skos:exactMatch	ICD10CM:K22.7	Barrett esophagus	semapv:LexicalMatching	LEXMATCH					
ICD10CM:K22.7	Barrett's esophagus	skos:exactMatch	MONDO:0013662	Barrett esophagus	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	barrett's esophagus
MONDO:0019000	Perineural cyst	skos:exactMatch	ICD10CM:G96.191	perineural cyst	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G96.191	Perineural cyst	skos:exactMatch	MONDO:0019000	perineural cyst	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	tarlov cyst
ICD10CM:G96.191	Perineural cyst	skos:exactMatch	MONDO:0019000	perineural cyst	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	perineural cyst
ICD10CM:N36.5	Urethral false passage	skos:exactMatch	MONDO:0004760	urethral false passage	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	urethral false passage
MONDO:0007016	Vitamin A deficiency	skos:exactMatch	ICD10CM:E50	vitamin A deficiency	semapv:LexicalMatching	LEXMATCH					
MONDO:0007016	Vitamin A deficiency	skos:exactMatch	ICD10CM:E50	vitamin A deficiency	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:E50	Vitamin A deficiency	skos:exactMatch	MONDO:0007016	vitamin A deficiency	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	vitamin a deficiency
ICD10CM:E50	Vitamin A deficiency	skos:exactMatch	MONDO:0007016	vitamin A deficiency	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	vitamin a deficiency
ICD10CM:E50	Vitamin A deficiency	skos:exactMatch	MONDO:0007016	vitamin A deficiency	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	vitamin a deficiency
MONDO:0021582	Other melanin hyperpigmentation	skos:exactMatch	ICD10CM:L81.4	lentigo	semapv:LexicalMatching	LEXMATCH					
ICD10CM:L81.4	Other melanin hyperpigmentation	skos:exactMatch	MONDO:0021582	lentigo	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	lentigo
ICD10CM:L81.4	Other melanin hyperpigmentation	skos:exactMatch	MONDO:0021582	lentigo	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	lentigo
MONDO:0011612	Non-ketotic hyperglycinemia	skos:exactMatch	ICD10CM:E72.51	glycine encephalopathy	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E72.51	Non-ketotic hyperglycinemia	skos:exactMatch	MONDO:0011612	glycine encephalopathy	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	non-ketotic hyperglycinemia
MONDO:0019944	Eisenmenger's syndrome	skos:exactMatch	ICD10CM:I27.83	Eisenmenger syndrome	semapv:LexicalMatching	LEXMATCH					
ICD10CM:I27.83	Eisenmenger's syndrome	skos:exactMatch	MONDO:0019944	Eisenmenger syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	eisenmenger's syndrome
MONDO:0001907	Other dermatomyositis	skos:exactMatch	ICD10CM:M33.1	adult dermatomyositis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:M33.1	Other dermatomyositis	skos:exactMatch	MONDO:0001907	adult dermatomyositis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	adult dermatomyositis
MONDO:0011438	Acne	skos:exactMatch	ICD10CM:L70	acne	semapv:LexicalMatching	LEXMATCH					
MONDO:0011438	Acne	skos:exactMatch	ICD10CM:L70	acne	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:L70	Acne	skos:exactMatch	MONDO:0011438	acne	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	acne
ICD10CM:L70	Acne	skos:exactMatch	MONDO:0011438	acne	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acne
ICD10CM:L70	Acne	skos:exactMatch	MONDO:0011438	acne	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	acne
MONDO:0100345	Lactose intolerance	skos:exactMatch	ICD10CM:E73	lactose intolerance	semapv:RegularExpressionReplacement	LEXMATCH					
MONDO:0100345	Lactose intolerance	skos:exactMatch	ICD10CM:E73	lactose intolerance	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E73	Lactose intolerance	skos:exactMatch	MONDO:0100345	lactose intolerance	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	lactose intolerance
ICD10CM:E73	Lactose intolerance	skos:exactMatch	MONDO:0100345	lactose intolerance	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	lactose intolerance
ICD10CM:E73	Lactose intolerance	skos:exactMatch	MONDO:0100345	lactose intolerance	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	lactose intolerance
MONDO:0000956	Malignant neoplasm of small intestine	skos:exactMatch	ICD10CM:C17	small intestine cancer	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C17	Malignant neoplasm of small intestine	skos:exactMatch	MONDO:0000956	small intestine cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of small intestine
ICD10CM:E80.5	Crigler-Najjar syndrome	skos:exactMatch	MONDO:0009044	Crigler-Najjar syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	crigler-najjar syndrome
ICD10CM:E80.5	Crigler-Najjar syndrome	skos:exactMatch	MONDO:0009044	Crigler-Najjar syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	crigler-najjar syndrome
ICD10CM:K63.5	Polyp of colon	skos:exactMatch	MONDO:0021400	polyp of colon	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	polyp of colon
ICD10CM:G83.4	Cauda equina syndrome	skos:exactMatch	MONDO:0005693	cauda equina syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cauda equina syndrome
ICD10CM:D25.0	Submucous leiomyoma of uterus	skos:exactMatch	MONDO:0001664	submucous uterine fibroid	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	submucous leiomyoma of uterus
MONDO:0004804	Dacryoadenitis	skos:exactMatch	ICD10CM:H04.0	dacryoadenitis	semapv:LexicalMatching	LEXMATCH					
MONDO:0005460	Influenza due to other identified influenza virus	skos:exactMatch	ICD10CM:J10	swine influenza	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:H04.0	Dacryoadenitis	skos:exactMatch	MONDO:0004804	dacryoadenitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	dacryoadenitis
ICD10CM:J10	Influenza due to other identified influenza virus	skos:exactMatch	MONDO:0005460	swine influenza	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	influenza a
MONDO:0006834	Malignant neoplasm of lower lip, inner aspect	skos:exactMatch	ICD10CM:C00.4	lip cancer	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C00.4	Malignant neoplasm of lower lip, inner aspect	skos:exactMatch	MONDO:0006834	lip cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of lower lip, inner aspect
MONDO:0001480	Malignant neoplasm of undescended testis	skos:exactMatch	ICD10CM:C62.0	malignant tumor of undescended testis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C62.0	Malignant neoplasm of undescended testis	skos:exactMatch	MONDO:0001480	malignant tumor of undescended testis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	malignant neoplasm of retained testis
ICD10CM:C62.0	Malignant neoplasm of undescended testis	skos:exactMatch	MONDO:0001480	malignant tumor of undescended testis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of undescended testis
MONDO:0001022	Deprivation amblyopia	skos:exactMatch	ICD10CM:H53.01	disuse amblyopia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H53.01	Deprivation amblyopia	skos:exactMatch	MONDO:0001022	disuse amblyopia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	deprivation amblyopia
MONDO:0001187	Malignant neoplasm of bladder	skos:exactMatch	ICD10CM:C67	urinary bladder cancer	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C67	Malignant neoplasm of bladder	skos:exactMatch	MONDO:0001187	urinary bladder cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of bladder
MONDO:0015104	Porphyria cutanea tarda	skos:exactMatch	ICD10CM:E80.1	porphyria cutanea tarda	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E80.1	Porphyria cutanea tarda	skos:exactMatch	MONDO:0015104	porphyria cutanea tarda	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	porphyria cutanea tarda
MONDO:0022880	Corticobasal degeneration	skos:exactMatch	ICD10CM:G31.85	corticobasal degeneration	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G31.85	Corticobasal degeneration	skos:exactMatch	MONDO:0022880	corticobasal degeneration	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	corticobasal degeneration
ICD10CM:G31.85	Corticobasal degeneration	skos:exactMatch	MONDO:0022880	corticobasal degeneration	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	corticobasal degeneration
MONDO:0010089	Other disorders of sulfur-bearing amino-acid metabolism	skos:exactMatch	ICD10CM:E72.19	isolated sulfite oxidase deficiency	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E72.19	Other disorders of sulfur-bearing amino-acid metabolism	skos:exactMatch	MONDO:0010089	isolated sulfite oxidase deficiency	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	sulfite oxidase deficiency
ICD10CM:E75.22	Gaucher disease	skos:exactMatch	MONDO:0018150	Gaucher disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gaucher disease
ICD10CM:E75.22	Gaucher disease	skos:exactMatch	MONDO:0018150	Gaucher disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	gaucher disease
ICD10CM:D12.1	Benign neoplasm of appendix	skos:exactMatch	MONDO:0021465	benign neoplasm of appendix	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	benign neoplasm of appendix
MONDO:0005180	Parkinson's disease	skos:exactMatch	ICD10CM:G20	Parkinson disease	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G20	Parkinson's disease	skos:exactMatch	MONDO:0005180	Parkinson disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	parkinson's disease
ICD10CM:G20	Parkinson's disease	skos:exactMatch	MONDO:0005180	Parkinson disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	paralysis agitans
MONDO:0700052	Intrasphincteric abscess	skos:exactMatch	ICD10CM:K61.4	intersphincteric abscess	semapv:LexicalMatching	LEXMATCH					
ICD10CM:K61.4	Intrasphincteric abscess	skos:exactMatch	MONDO:0700052	intersphincteric abscess	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	intersphincteric abscess
ICD10CM:B08.010	Cowpox	skos:exactMatch	MONDO:0005720	cowpox	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cowpox
MONDO:0021321	Malignant neoplasm of extrahepatic bile duct	skos:exactMatch	ICD10CM:C24.0	malignant tumor of extrahepatic bile duct	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C24.0	Malignant neoplasm of extrahepatic bile duct	skos:exactMatch	MONDO:0021321	malignant tumor of extrahepatic bile duct	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of extrahepatic bile duct
ICD10CM:A54.32	Gonococcal iridocyclitis	skos:exactMatch	MONDO:0004774	gonococcal iridocyclitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gonococcal iridocyclitis
ICD10CM:A98.1	Omsk hemorrhagic fever	skos:exactMatch	MONDO:0017882	Omsk hemorrhagic fever	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	omsk hemorrhagic fever
MONDO:0001225	Opioid abuse	skos:exactMatch	ICD10CM:F11.1	opioid abuse	semapv:LexicalMatching	LEXMATCH					
ICD10CM:F11.1	Opioid abuse	skos:exactMatch	MONDO:0001225	opioid abuse	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	opioid abuse
MONDO:0020110	Agenesis of lung	skos:exactMatch	ICD10CM:Q33.3	pulmonary agenesis	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:Q33.3	Agenesis of lung	skos:exactMatch	MONDO:0020110	pulmonary agenesis	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	congenital absence of lung
MONDO:0008830	Defects in glycoprotein degradation	skos:exactMatch	ICD10CM:E77.1	aspartylglucosaminuria	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E77.1	Defects in glycoprotein degradation	skos:exactMatch	MONDO:0008830	aspartylglucosaminuria	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	aspartylglucosaminuria
ICD10CM:E77.1	Defects in glycoprotein degradation	skos:exactMatch	MONDO:0008830	aspartylglucosaminuria	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	aspartylglucosaminuria
ICD10CM:A81.01	Variant Creutzfeldt-Jakob disease	skos:exactMatch	MONDO:0007012	variant Creutzfeldt-Jakob disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	vcjd
ICD10CM:A81.01	Variant Creutzfeldt-Jakob disease	skos:exactMatch	MONDO:0007012	variant Creutzfeldt-Jakob disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	variant creutzfeldt-jakob disease
ICD10CM:H74.4	Polyp of middle ear	skos:exactMatch	MONDO:0004223	polyp of middle ear	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	polyp of middle ear
MONDO:0006966	Secondary parkinsonism	skos:exactMatch	ICD10CM:G21	secondary Parkinson disease	semapv:RegularExpressionReplacement	LEXMATCH					
MONDO:0006966	Secondary parkinsonism	skos:exactMatch	ICD10CM:G21	secondary Parkinson disease	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G21	Secondary parkinsonism	skos:exactMatch	MONDO:0006966	secondary Parkinson disease	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	secondary parkinsonism
ICD10CM:G21	Secondary parkinsonism	skos:exactMatch	MONDO:0006966	secondary Parkinson disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	secondary parkinsonism
ICD10CM:C96.A	Histiocytic sarcoma	skos:exactMatch	MONDO:0019479	histiocytic sarcoma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	histiocytic sarcoma
ICD10CM:C96.A	Histiocytic sarcoma	skos:exactMatch	MONDO:0019479	histiocytic sarcoma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	histiocytic sarcoma
MONDO:0100053	Anaphylactic shock, unspecified	skos:exactMatch	ICD10CM:T78.2	anaphylaxis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:T78.2	Anaphylactic shock, unspecified	skos:exactMatch	MONDO:0100053	anaphylaxis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	anaphylaxis
ICD10CM:C71.3	Malignant neoplasm of parietal lobe	skos:exactMatch	MONDO:0001952	parietal lobe cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of parietal lobe
MONDO:0019562	Localized scleroderma [morphea]	skos:exactMatch	ICD10CM:L94.0	localized scleroderma	semapv:RegularExpressionReplacement	LEXMATCH					
MONDO:0019562	Localized scleroderma [morphea]	skos:exactMatch	ICD10CM:L94.0	localized scleroderma	semapv:LexicalMatching	LEXMATCH					
ICD10CM:L94.0	Localized scleroderma [morphea]	skos:exactMatch	MONDO:0019562	localized scleroderma	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	localized scleroderma
ICD10CM:L94.0	Localized scleroderma [morphea]	skos:exactMatch	MONDO:0019562	localized scleroderma	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	localized scleroderma
ICD10CM:L94.0	Localized scleroderma [morphea]	skos:exactMatch	MONDO:0019562	localized scleroderma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	circumscribed scleroderma
MONDO:0006834	Malignant neoplasm of lip, unspecified, inner aspect	skos:exactMatch	ICD10CM:C00.5	lip cancer	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C00.5	Malignant neoplasm of lip, unspecified, inner aspect	skos:exactMatch	MONDO:0006834	lip cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of lip, unspecified, inner aspect
MONDO:0100471	Vitamin D deficiency, unspecified	skos:exactMatch	ICD10CM:E55.9	vitamin D deficiency	semapv:LexicalMatching	LEXMATCH					
