mondo_id	subset	ordo_id	mondo_label	ordo_label
MONDO:0017758	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309827	disorder of vitamin and non-protein cofactor absorption and transport	Disorder of vitamin and non-protein cofactor absorption and transport
MONDO:0017759	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309830	disorder of catecholamine synthesis	Disorder of catecholamine synthesis
MONDO:0017760	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309833	obsolete disorder of other vitamins and cofactors metabolism and transport	Disorder of other vitamins and cofactors metabolism and transport
MONDO:0017761	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309836	disorder of mineral absorption and transport	Disorder of mineral absorption and transport
MONDO:0017762	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309839	disorder of copper metabolism	Disorder of copper metabolism
MONDO:0017763	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309842	disorder of iron metabolism and transport	Disorder of iron metabolism and transport
MONDO:0017764	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309845	disorder of zinc metabolism	Disorder of zinc metabolism and transport
MONDO:0017765	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309848	disorder of magnesium transport	Disorder of magnesium transport
MONDO:0017766	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:309851	disorder of manganese transport	Disorder of manganese transport
MONDO:0017767	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3099	rheumatic fever	Rheumatic fever
MONDO:0017768	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:310	reflex epilepsy	Reflex epilepsy
MONDO:0017769	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:310050	acquired immunodeficiency	Acquired immunodeficiency
MONDO:0017771	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3109	Mayer-Rokitansky-Kuster-Hauser syndrome	Mayer-Rokitansky-Küster-Hauser syndrome
MONDO:0017773	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:31153	hypoalphalipoproteinemia	Hypoalphalipoproteinemia
MONDO:0017774	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:31154	hypobetalipoproteinemia	Hypobetalipoproteinemia
MONDO:0017775	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:31202	melioidosis	Melioidosis
MONDO:0017776	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:31204	nocardiosis	Nocardiosis
MONDO:0017778	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:313	lamellar ichthyosis	Lamellar ichthyosis
MONDO:0017779	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3137	alpha-N-acetylgalactosaminidase deficiency	Alpha-N-acetylgalactosaminidase deficiency
MONDO:0017780	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:313781	20p13 microdeletion syndrome	20p13 microdeletion syndrome
MONDO:0017781	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:313884	12p12.1 microdeletion syndrome	12p12.1 microdeletion syndrome
MONDO:0017782	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:313892	developmental and speech delay due to SOX5 deficiency	Developmental and speech delay due to SOX5 deficiency
MONDO:0017783	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:313906	congenital pancreatic cyst	Congenital pancreatic cyst
MONDO:0017784	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:313920	Epstein-Barr virus-associated gastric carcinoma	Epstein-Barr virus-associated gastric carcinoma
MONDO:0017785	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:313936	PENS syndrome	PENS syndrome
MONDO:0017786	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:313947	2q23.1 microduplication syndrome	2q23.1 microduplication syndrome
MONDO:0017787	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314	erythroderma desquamativum	Erythroderma desquamativum
MONDO:0017788	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314002	contractures - webbed neck - micrognathia - hypoplastic nipples syndrome	Contractures-webbed neck-micrognathia-hypoplastic nipples syndrome
MONDO:0017789	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314017	idiopathic linear interstitial keratitis	Idiopathic linear interstitial keratitis
MONDO:0017790	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314022	gastric adenocarcinoma and proximal polyposis of the stomach	Gastric adenocarcinoma and proximal polyposis of the stomach
MONDO:0017791	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314029	high bone mass osteogenesis imperfecta	High bone mass osteogenesis imperfecta
MONDO:0017792	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314034	7p22.1 microduplication syndrome	7p22.1 microduplication syndrome
MONDO:0017793	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314041	marfanoid habitus-inguinal hernia-advanced bone age syndrome	Marfanoid habitus-inguinal hernia-advanced bone age syndrome
MONDO:0017794	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314389	Xq12-q13.3 duplication syndrome	Xq12-q13.3 duplication syndrome
MONDO:0017795	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314419	ameloblastoma	Ameloblastoma
MONDO:0017797	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:314425	obsolete rare odontologic tumor	Rare odontogenic tumor
MONDO:0017798	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314432	Spigelian hernia-cryptorchidism syndrome	Spigelian hernia-cryptorchidism syndrome
MONDO:0017799	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314451	Meigs syndrome	Meigs syndrome
MONDO:0017800	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314459	pseudo-Meigs syndrome	Pseudo-Meigs syndrome
MONDO:0017801	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314466	atypical Meigs syndrome	Atypical Meigs syndrome
MONDO:0017802	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314478	ovarian fibrothecoma	Ovarian fibrothecoma
MONDO:0017803	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314566	primary progressive apraxia of speech	Primary progressive apraxia of speech
MONDO:0017804	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314572	autosomal recessive leukoencephalopathy-ischemic stroke-retinitis pigmentosa syndrome	Autosomal recessive leukoencephalopathy-ischemic stroke-retinitis pigmentosa syndrome
MONDO:0017805	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314575	intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome	Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome
MONDO:0017806	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314585	15q overgrowth syndrome	15q overgrowth syndrome
MONDO:0017807	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314613	growing teratoma syndrome	Growing teratoma syndrome
MONDO:0017808	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314621	duplication of the pituitary gland	Duplication of the pituitary gland
MONDO:0017809	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314632	parkinsonism due to ATP13A2 deficiency	CLN12 disease
MONDO:0017810	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314652	variant ABeta2M amyloidosis	Variant ABeta2M amyloidosis
MONDO:0017811	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314655	severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion	Severe neonatal hypotonia-seizures-encephalopathy syndrome due to 5q31.3 microdeletion
MONDO:0017812	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314662	segmental progressive overgrowth syndrome with fibroadipose hyperplasia	Segmental progressive overgrowth syndrome with fibroadipose hyperplasia
MONDO:0017813	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314679	van Maldergem syndrome	Cerebrofacioarticular syndrome
MONDO:0017814	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314684	primary bone lymphoma	Primary bone lymphoma
MONDO:0017815	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314697	acquired porencephaly	Acquired porencephaly
MONDO:0017816	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314701	primary systemic amyloidosis	Primary systemic amyloidosis
MONDO:0017817	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314709	primary localized amyloidosis	Primary localized amyloidosis
MONDO:0017818	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314718	lethal arteriopathy syndrome due to fibulin-4 deficiency	Lethal arteriopathy syndrome due to fibulin-4 deficiency
MONDO:0017819	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314721	atypical dentin dysplasia due to SMOC2 deficiency	Atypical dentin dysplasia due to SMOC2 deficiency
MONDO:0017820	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:314749	obsolete obsolete disease with Cushing syndrome as a major feature	Rare disease with adrenal Cushing syndrome as a major feature
MONDO:0017822	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:314759	mixed functioning pituitary adenoma	Mixed functioning pituitary adenoma
MONDO:0017823	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314769	somatomammotropinoma	Somatomammotropinoma
MONDO:0017824	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314777	familial isolated pituitary adenoma	Familial isolated pituitary adenoma
MONDO:0017825	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314786	silent pituitary adenoma	Silent pituitary adenoma
MONDO:0017826	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314790	null pituitary adenoma	Null pituitary adenoma
MONDO:0017827	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3148	malignant peripheral nerve sheath tumor	Malignant peripheral nerve sheath tumor
MONDO:0017828	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:314822	obsolete primary renal tubular acidosis	Primary renal tubular acidosis
MONDO:0017829	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314889	autosomal dominant proximal renal tubular acidosis	Autosomal dominant proximal renal tubular acidosis
MONDO:0017830	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314911	severe Canavan disease	Severe Canavan disease
MONDO:0017831	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314918	mild Canavan disease	Mild Canavan disease
MONDO:0017833	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314950	primary hypereosinophilic syndrome	Primary hypereosinophilic syndrome
MONDO:0017834	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314962	secondary hypereosinophilic syndrome	Secondary hypereosinophilic syndrome
MONDO:0017835	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:314970	lymphocytic hypereosinophilic syndrome	Lymphocytic hypereosinophilic syndrome
MONDO:0017836	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:315	erythrokeratoderma en cocardes	Erythrokeratoderma ''en cocardes''
MONDO:0017837	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3151	multiple sclerosis-ichthyosis-factor VIII deficiency syndrome	Multiple sclerosis-ichthyosis-factor VIII deficiency syndrome
MONDO:0017838	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3152	sclerosteosis	Sclerosteosis
MONDO:0017839	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:315306	classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form
MONDO:0017840	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:315311	classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form
MONDO:0017841	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:315350	obsolete autoimmune disease with skin involvement	Autoimmune disease with skin involvement
MONDO:0017842	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3156	Senior-Loken syndrome	Senior-Loken syndrome
MONDO:0017843	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3161	congenital pulmonary sequestration	Congenital pulmonary sequestration
MONDO:0017844	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3162	Sezary syndrome	Sézary syndrome
MONDO:0017845	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:316226	spastic ataxia	Spastic ataxia
MONDO:0017846	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:316235	autosomal dominant spastic ataxia	Autosomal dominant spastic ataxia
MONDO:0017847	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:316240	autosomal recessive spastic ataxia	Autosomal recessive spastic ataxia
MONDO:0017849	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3167	Siegler-Brewer-Carey syndrome	Siegler-Brewer-Carey syndrome
MONDO:0017850	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3169	sirenomelia	Sirenomelia
MONDO:0017851	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:308166	erythrokeratodermia variabilis	Erythrokeratoderma variabilis progressiva
MONDO:0017851	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:316	erythrokeratodermia variabilis	Progressive symmetric erythrokeratodermia
MONDO:0017851	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:317	erythrokeratodermia variabilis	Erythrokeratodermia variabilis
MONDO:0017852	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3173	infantile spasms-broad thumbs syndrome	Infantile spasms-broad thumbs syndrome
MONDO:0017853	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:31740	hypersensitivity pneumonitis	Hypersensitivity pneumonitis
MONDO:0017855	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:317419	T-B- severe combined immunodeficiency	T-B- severe combined immunodeficiency
MONDO:0017856	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3175	X-linked spasticity-intellectual disability-epilepsy syndrome	X-linked spasticity-intellectual disability-epilepsy syndrome
MONDO:0017857	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3176	spina bifida-hypospadias syndrome	Spina bifida-hypospadias syndrome
MONDO:0017858	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:318	acute erythroid leukemia	Acute erythroid leukemia
MONDO:0017859	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:31824	colchicine poisoning	Colchicine poisoning
MONDO:0017860	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:31825	methanol poisoning	Methanol poisoning
MONDO:0017861	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:31826	ethylene glycol poisoning	Ethylene glycol poisoning
MONDO:0017862	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:31827	paraquat poisoning	Paraquat poisoning
MONDO:0017863	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:31828	digitalis poisoning	Digitalis poisoning
MONDO:0017864	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:3188	congenital pulmonary veins atresia or stenosis	Congenital pulmonary veins atresia or stenosis
MONDO:0017865	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3189	congenital pulmonary valve stenosis	Congenital pulmonary valvar stenosis
MONDO:0017866	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:3190	subpulmonary stenosis	Subpulmonary stenosis
MONDO:0017867	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319171	distal 17p13.1 microdeletion syndrome	Distal 17p13.1 microdeletion syndrome
MONDO:0017868	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319192	diencephalic-mesencephalic junction dysplasia	Diencephalic-mesencephalic junction dysplasia
MONDO:0017869	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319195	chondroectodermal dysplasia with night blindness	Chondroectodermal dysplasia with night blindness
MONDO:0017870	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:3192	supravalvular pulmonary stenosis	Supravalvular pulmonary stenosis
MONDO:0017871	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:319205	bilateral massive adrenal hemorrhage	Bilateral massive adrenal hemorrhage
MONDO:0017872	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319213	Lujo hemorrhagic fever	Lujo hemorrhagic fever
MONDO:0017874	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319223	Argentine hemorrhagic fever	Argentine hemorrhagic fever
MONDO:0017875	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319229	Bolivian hemorrhagic fever	Bolivian hemorrhagic fever
MONDO:0017876	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319234	Venezuelan hemorrhagic fever	Venezuelan hemorrhagic fever
MONDO:0017877	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319239	Brazilian hemorrhagic fever	Brazilian hemorrhagic fever
MONDO:0017878	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319244	Chapare hemorrhagic fever	Chapare hemorrhagic fever
MONDO:0017879	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319247	hantavirus pulmonary syndrome	Hantavirus pulmonary syndrome
MONDO:0017880	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319251	Rift valley fever	Rift valley fever
MONDO:0017881	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319254	Kyasanur forest disease	Kyasanur forest disease
MONDO:0017882	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319266	Omsk hemorrhagic fever	Omsk hemorrhagic fever
MONDO:0017884	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319298	papillary renal cell carcinoma	Papillary renal cell carcinoma
MONDO:0017885	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319303	chromophobe renal cell carcinoma	Chromophobe renal cell carcinoma
MONDO:0017886	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319308	MIT family translocation renal cell carcinoma	MiT family translocation renal cell carcinoma
MONDO:0017890	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319325	tubulocystic renal cell carcinoma	Tubulocystic renal cell carcinoma
MONDO:0017891	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:319328	obsolete inherited renal cancer-predisposing syndrome	Inherited renal cancer-predisposing syndrome
MONDO:0017892	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319332	autosomal recessive myogenic arthrogryposis multiplex congenita	Autosomal recessive myogenic arthrogryposis multiplex congenita
MONDO:0017893	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319465	inherited acute myeloid leukemia	Inherited acute myeloid leukemia
MONDO:0017894	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319480	acute myeloid leukemia with CEBPA somatic mutations	Acute myeloid leukemia with CEBPA somatic mutations
MONDO:0017895	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319487	familial papillary or follicular thyroid carcinoma	Familial papillary or follicular thyroid carcinoma
MONDO:0017896	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:319494	familial nonmedullary thyroid carcinoma	Familial nonmedullary thyroid carcinoma
MONDO:0017897	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:319535	obsolete autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency
MONDO:0017898	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:319539	obsolete autosomal recessive mendelian susceptibility to mycobacterial diseases due to a partial deficiency	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a partial deficiency
MONDO:0017899	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:319543	obsolete autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency
MONDO:0017900	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319547	autosomal recessive Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency
MONDO:0017901	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319569	autosomal recessive Mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
MONDO:0017902	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319574	autosomal recessive Mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
MONDO:0017903	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319589	autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
MONDO:0017904	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3196	steroid dehydrogenase deficiency-dental anomalies syndrome	Steroid dehydrogenase deficiency-dental anomalies syndrome
MONDO:0017905	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319605	X-linked Mendelian susceptibility to mycobacterial diseases	X-linked mendelian susceptibility to mycobacterial diseases
MONDO:0017906	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319635	amyloidosis cutis dyschromia	Amyloidosis cutis dyschromia
MONDO:0017907	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319667	primary lymphoma of the conjunctiva	Primary lymphoma of the conjunctiva
MONDO:0017909	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:32	inherited glutathione synthetase deficiency	Glutathione synthetase deficiency
MONDO:0017910	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3202	dehydrated hereditary stomatocytosis	Dehydrated hereditary stomatocytosis
MONDO:0017912	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:320332	obsolete X-linked pure spastic paraplegia	X-linked pure spastic paraplegia
MONDO:0017913	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:320335	pure or complex hereditary spastic paraplegia	Pure or complex hereditary spastic paraplegia
MONDO:0017914	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:320342	obsolete pure or complex autosomal dominant spastic paraplegia	Pure or complex autosomal dominant spastic paraplegia
MONDO:0017915	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:320346	obsolete pure or complex autosomal recessive spastic paraplegia	Pure or complex autosomal recessive spastic paraplegia
MONDO:0017916	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:320350	obsolete pure or complex X-linked spastic paraplegia	Pure or complex X-linked spastic paraplegia
MONDO:0017917	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:320360	maternally-inherited spastic paraplegia	MT-ATP6-related mitochondrial spastic paraplegia
MONDO:0017918	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3207	white matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome	White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome
MONDO:0017919	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:322	exstrophy-epispadias complex	Exstrophy-epispadias complex
MONDO:0017920	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3224	deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome	Deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome
MONDO:0017921	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3225	hearing loss-familial salivary gland insensitivity to aldosterone syndrome	Hearing loss-familial salivary gland insensitivity to aldosterone syndrome
MONDO:0017922	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:3231	obsolete deafness-onychodystrophy syndrome	Deafness-onychodystrophy syndrome
MONDO:0017923	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3237	multiple synostoses syndrome	Multiple synostoses syndrome
MONDO:0017924	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3240	central nervous system calcification-deafness-tubular acidosis-anemia syndrome	Early-onset progressive leukoencephalopathy-central nervous system calcification-deafness-visual impairment syndrome
MONDO:0017925	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324294	T-cell immunodeficiency with epidermodysplasia verruciformis	T-cell immunodeficiency with epidermodysplasia verruciformis
MONDO:0017926	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324299	multiple paragangliomas associated with polycythemia	Multiple paragangliomas associated with polycythemia
MONDO:0017927	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324307	severe lateral tibial bowing with short stature	Severe lateral tibial bowing-short stature-mild winged scapula-mild facial dysmorphism syndrome
MONDO:0017928	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324313	9p13 microdeletion syndrome	9p13 microdeletion syndrome
MONDO:0017929	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324353	congenital achiasma	Congenital achiasma
MONDO:0017930	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324364	mixed sclerosing bone dystrophy with extra-skeletal manifestations	Mixed sclerosing bone dystrophy with extra-skeletal manifestations
MONDO:0017931	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324381	hereditary inclusion body myopathy type 4	Hereditary inclusion body myopathy type 4
MONDO:0017932	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324416	muscular hypertrophy-hepatomegaly-polyhydramnios syndrome	Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome
MONDO:0017933	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324525	hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation	Hypertrophic cardiomyopathy with kidney anomalies due to mitochondrial DNA mutation
MONDO:0017934	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:324540	aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome	Aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome
