subject_id	object_id	in_any_source	subject_label	object_label	in_icd10cm	in_ordo	in_ncit	in_icd10who	in_icd11foundation	in_omim	in_doid
MONDO:0011895	MONDO:0005110	False	idiopathic hypereosinophilic syndrome	idiopathic cardiomyopathy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011895	MONDO:0016340	False	idiopathic hypereosinophilic syndrome	familial restrictive cardiomyopathy	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0011896	MONDO:0020573	False	Parkinson disease 11, autosomal dominant, susceptibility to	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011897	MONDO:0700276	False	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	POLR3A-related disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011897	MONDO:0700282	False	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	POLR3-related leukodystrophy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011898	MONDO:0012014	False	Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomal recessive	Charcot-Marie-Tooth disease recessive intermediate A	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS
MONDO:0011899	MONDO:0010908	False	Noonan syndrome-like disorder with loose anagen hair	loose anagen syndrome	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS
MONDO:0011899	MONDO:0015160	False	Noonan syndrome-like disorder with loose anagen hair	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011900	MONDO:0019212	False	porokeratosis 4, disseminated superficial actinic type	disseminated superficial actinic porokeratosis	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011903	MONDO:0011909	False	Charcot-Marie-Tooth disease type 2J	Charcot-Marie-Tooth disease dominant intermediate D	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS
MONDO:0011908	MONDO:0020311	False	juvenile myelomonocytic leukemia	chronic myelomonocytic leukemia	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS
MONDO:0011913	MONDO:0015140	False	Alzheimer disease 3	early-onset autosomal dominant Alzheimer disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011914	MONDO:0007670	False	hypotrichosis-lymphedema-telangiectasia syndrome	hypotrichosis-lymphedema-telangiectasia syndrome (grouping)	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011914	MONDO:0019313	False	hypotrichosis-lymphedema-telangiectasia syndrome	lymphatic malformation	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS
MONDO:0011917	MONDO:0020573	False	focal segmental glomerulosclerosis 3, susceptibility to	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011918	MONDO:0005618	False	anxiety	anxiety disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011918	MONDO:0100545	False	anxiety	hereditary neurological disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011919	MONDO:0020573	False	autoimmune disease, susceptibility to, 1	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011921	MONDO:0018751	False	aural atresia, congenital	hereditary otorhinolaryngologic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011922	MONDO:0003847	False	nonimmune chronic idiopathic neutropenia of adults	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011922	MONDO:0700007	False	nonimmune chronic idiopathic neutropenia of adults	idiopathic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011923	MONDO:0020573	False	osteoarthritis susceptibility 3	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011925	MONDO:0100228	False	congenital merosin-deficient muscular dystrophy 1A	LAMA2-related muscular dystrophy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011926	MONDO:0100171	False	psoriasis 9, susceptibility to	psoriasis, susceptibility to	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011928	MONDO:0002254	False	caudal duplication	syndromic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011928	MONDO:0003847	False	caudal duplication	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011928	MONDO:0004335	False	caudal duplication	digestive system disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011931	MONDO:0015356	False	ovarian cancer, susceptibility to, 1	hereditary neoplastic syndrome	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011932	MONDO:0018914	False	hypotrichosis 6	hypotrichosis simplex	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011934	MONDO:0000653	False	dermatofibrosarcoma protuberans	integumentary system cancer	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS
MONDO:0011936	MONDO:0100613	False	microphthalmia with brain and digit anomalies	BMP4-related ocular growth disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011937	MONDO:0017339	False	peeling skin syndrome 4	exfoliative ichthyosis	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011938	MONDO:0100009	False	atrial septal defect 2	structural congenital heart disease, multiple types - GATA4	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011939	MONDO:0023603	False	Spondyloenchondrodysplasia with immune dysregulation	hereditary disorder of connective tissue	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011941	MONDO:0000070	False	Mycobacterium tuberculosis, susceptibility to, 1	Mycobacterium tuberculosis, susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0011942	MONDO:0020573	False	systemic lupus erythematosus with nephritis, susceptibility to, 1	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011943	MONDO:0020573	False	systemic lupus erythematosus with nephritis, susceptibility to, 2	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011944	MONDO:0020573	False	systemic lupus erythematosus with nephritis, susceptibility to, 3	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011949	MONDO:0003847	False	Thai symphalangism syndrome	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011951	MONDO:0017161	False	amyotrophic lateral sclerosis type 6	frontotemporal dementia with motor neuron disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0011953	MONDO:0100198	False	familial acute necrotizing encephalopathy	Mendelian encephalopathy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011955	MONDO:0005148	False	diabetes mellitus, noninsulin-dependent, 4	type 2 diabetes mellitus	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0011955	MONDO:0019052	False	diabetes mellitus, noninsulin-dependent, 4	inborn errors of metabolism	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011956	MONDO:0020836	False	autism, susceptibility to, 3	autism, susceptiblity to	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0011957	MONDO:1040053	False	retinal macular dystrophy type 2	PROM1-related dominant retinopathy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011958	MONDO:0003847	False	bile and pancreatic ducts, complete absence of	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011959	MONDO:0002254	False	sweet syndrome	syndromic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS
MONDO:0011959	MONDO:0005554	False	sweet syndrome	rheumatic disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS
MONDO:0011959	MONDO:0023603	False	sweet syndrome	hereditary disorder of connective tissue	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011959	MONDO:0100118	False	sweet syndrome	hereditary skin disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011963	MONDO:0009480	False	Joubert syndrome 2	Joubert syndrome with oculorenal defect	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0011970	MONDO:0100545	False	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	hereditary neurological disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011972	MONDO:0003847	False	ovarian hyperstimulation syndrome	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS
MONDO:0011973	MONDO:0003847	False	zinc deficiency, transient neonatal	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011974	MONDO:1040055	False	retinitis pigmentosa 7	PRPH2-related retinopathy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011975	MONDO:0700021	False	paternal uniparental disomy of chromosome 14	chromosome 14 disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011975	MONDO:0700086	False	paternal uniparental disomy of chromosome 14	uniparental disomy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011978	MONDO:0006025	False	CoQ-responsive OXPHOS deficiency	autosomal recessive disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011979	MONDO:0000390	False	adult-onset foveomacular vitelliform dystrophy	vitelliform macular dystrophy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011980	MONDO:0000162	False	autoimmune thyroid disease, susceptibility to, 1	autoimmune thyroid disease, susceptibility to	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011981	MONDO:0000162	False	autoimmune thyroid disease, susceptibility to, 2	autoimmune thyroid disease, susceptibility to	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011982	MONDO:0000162	False	autoimmune thyroid disease, susceptibility to, 3	autoimmune thyroid disease, susceptibility to	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011983	MONDO:0000162	False	autoimmune thyroid disease, susceptibility to, 4	autoimmune thyroid disease, susceptibility to	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011984	MONDO:0000722	False	synpolydactyly type 2	non-syndromic synpolydactyly	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011984	MONDO:0011348	False	synpolydactyly type 2	non-syndromic polydactyly	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011984	MONDO:0800066	False	synpolydactyly type 2	polydactyly-syndactyly-triphalangism	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011986	MONDO:0008185	False	tropical pancreatitis	hereditary chronic pancreatitis	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0011988	MONDO:0017855	False	neutrophil immunodeficiency syndrome	T-B- severe combined immunodeficiency	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011989	MONDO:0100120	False	leishmaniasis	vector-borne disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011993	MONDO:0003847	False	aspirin resistance	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011995	MONDO:0021147	False	cataract - congenital heart disease - neural tube defect syndrome	disorder of development or morphogenesis	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011996	MONDO:0023603	False	chronic myeloid leukemia	hereditary disorder of connective tissue	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0011997	MONDO:0015541	False	Hermansky-Pudlak syndrome 2	hereditary hemophagocytic lymphohistiocytosis	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0011998	MONDO:0015358	False	autosomal dominant slowed nerve conduction velocity	hereditary motor and sensory neuropathy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012000	MONDO:0100545	False	specific phobia	hereditary neurological disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012001	MONDO:0003847	False	mandibulofacial dysostosis with ptosis, autosomal dominant	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012004	MONDO:0003847	False	parathyroid gland carcinoma	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS
MONDO:0012005	MONDO:0003847	False	growth failure, microcephaly, intellectual disability, cataracts, large joint contractures, osteoporosis, cortical dysplasia, and cerebellar atrophy	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012006	MONDO:0015469	False	craniosynostosis with ocular abnormalities and hallucal defects	craniosynostosis	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING
MONDO:0012007	MONDO:0003847	False	scimitar anomaly, multiple cardiac malformations, and craniofacial and central nervous system abnormalities	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012009	MONDO:0020573	False	coronary heart disease, susceptibility to, 2	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012010	MONDO:0020573	False	coronary heart disease, susceptibility to, 4	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012011	MONDO:0005010	False	coronary artery disease, autosomal dominant, 1	coronary artery disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012011	MONDO:0100547	False	coronary artery disease, autosomal dominant, 1	cardiogenetic disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012016	MONDO:0003847	False	capillary malformation-arteriovenous malformation syndrome	hereditary disease	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012019	MONDO:1060149	False	spondyloepiphyseal dysplasia, Kimberley type	ACAN-related short stature spectrum	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012024	MONDO:0800401	False	retinitis pigmentosa 26	CERKL-related retinopathy	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0012027	MONDO:0020573	False	autoimmune disease, susceptibility to, 2	inherited disease susceptibility	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
