mondo_id	ordo_id	subset	mondo_label	ordo_label
MONDO:0016201	Orphanet:209224	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete qualitative or quantitative defects of myotilin	Myotilinopathy
MONDO:0016202	Orphanet:209867	http://purl.obolibrary.org/obo/mondo#ordo_disease	autosomal dominant rhegmatogenous retinal detachment	Autosomal dominant rhegmatogenous retinal detachment
MONDO:0016203	Orphanet:209902	http://purl.obolibrary.org/obo/mondo#ordo_disease	hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
MONDO:0016204	Orphanet:209919	http://purl.obolibrary.org/obo/mondo#ordo_disease	idiopathic copper-associated cirrhosis	Idiopathic copper-associated cirrhosis
MONDO:0016205	Orphanet:209943	http://purl.obolibrary.org/obo/mondo#ordo_disease	IRVAN syndrome	IRVAN syndrome
MONDO:0016206	Orphanet:209956	http://purl.obolibrary.org/obo/mondo#ordo_disease	idiopathic uveal effusion syndrome	Idiopathic uveal effusion syndrome
MONDO:0016207	Orphanet:209959	http://purl.obolibrary.org/obo/mondo#ordo_disease	phacoanaphylactic uveitis	Phacoanaphylactic uveitis
MONDO:0016208	Orphanet:209964	http://purl.obolibrary.org/obo/mondo#ordo_disease	solitary rectal ulcer syndrome	Solitary rectal ulcer syndrome
MONDO:0016209	Orphanet:209973	http://purl.obolibrary.org/obo/mondo#ordo_disease	benign familial nocturnal alternating hemiplegia of childhood	Benign nocturnal alternating hemiplegia of childhood
MONDO:0016210	Orphanet:209978	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	alternating hemiplegia	Alternating hemiplegia
MONDO:0016211	Orphanet:209989	http://purl.obolibrary.org/obo/mondo#ordo_disease	non-papillary transitional cell carcinoma of the bladder	Non-papillary transitional cell carcinoma of the bladder
MONDO:0016213	Orphanet:210133	http://purl.obolibrary.org/obo/mondo#ordo_disease	leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome	Leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome
MONDO:0016214	Orphanet:210136	http://purl.obolibrary.org/obo/mondo#ordo_disease	pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome	Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome
MONDO:0016215	Orphanet:210141	http://purl.obolibrary.org/obo/mondo#ordo_disease	spastic quadriplegic cerebral palsy	Inherited congenital spastic tetraplegia
MONDO:0016216	Orphanet:210159	http://purl.obolibrary.org/obo/mondo#ordo_disease	adult hepatocellular carcinoma	Adult hepatocellular carcinoma
MONDO:0016217	Orphanet:210272	http://purl.obolibrary.org/obo/mondo#ordo_disease	mal de Debarquement	Mal de débarquement
MONDO:0016218	Orphanet:2103	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Guillain-Barre syndrome	Guillain-Barré syndrome
MONDO:0016219	Orphanet:2104	http://purl.obolibrary.org/obo/mondo#ordo_disease	dysmorphism-pectus carinatum-joint laxity syndrome	Dysmorphism-pectus carinatum-joint laxity syndrome
MONDO:0016220	Orphanet:210576	http://purl.obolibrary.org/obo/mondo#ordo_disease	congenital temporomandibular joint ankylosis	Congenital temporomandibular joint ankylosis
MONDO:0016221	Orphanet:210581	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete temporomandibular joint anomaly	Temporomandibular joint anomaly
MONDO:0016222	Orphanet:210584	http://purl.obolibrary.org/obo/mondo#ordo_disease	spindle cell hemangioma	Spindle cell hemangioma
MONDO:0016223	Orphanet:210589	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	infantile hemangioma of rare localization	Infantile hemangioma of rare localization
MONDO:0016224	Orphanet:211037	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete autosomal dominant proximal spinal muscular atrophy	Autosomal dominant proximal spinal muscular atrophy
MONDO:0016225	Orphanet:211047	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	specific learning disability	Specific learning disability
MONDO:0016226	Orphanet:211053	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	specific language disorder	Specific language disorder
MONDO:0016227	Orphanet:211062	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	hereditary episodic ataxia	Hereditary episodic ataxia
MONDO:0016228	Orphanet:211237	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare vascular tumor	Rare vascular tumor
MONDO:0016229	Orphanet:211240	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete hereditary vascular anomaly	Genetic vascular anomaly
MONDO:0016230	Orphanet:211243	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete simple vascular malformation	Simple vascular malformation
MONDO:0016231	Orphanet:211247	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	capillary malformation	Rare capillary malformation
MONDO:0016232	Orphanet:211252	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare venous malformation	Rare venous malformation
MONDO:0016233	Orphanet:211255	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare lymphatic system malformation	Rare lymphatic system anomaly
MONDO:0016234	Orphanet:211266	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare arteriovenous malformation	Rare arteriovenous malformation
MONDO:0016235	Orphanet:211277	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete complex vascular malformation with associated anomalies	Complex vascular malformation with associated anomalies
MONDO:0016236	Orphanet:2122	http://purl.obolibrary.org/obo/mondo#ordo_disease	kaposiform hemangioendothelioma	Kaposiform hemangioendothelioma
MONDO:0016237	Orphanet:2123	http://purl.obolibrary.org/obo/mondo#ordo_disease	diffuse neonatal hemangiomatosis	Diffuse neonatal hemangiomatosis
MONDO:0016238	Orphanet:2126	http://purl.obolibrary.org/obo/mondo#ordo_disease	solitary fibrous tumor	Solitary fibrous tumor
MONDO:0016239	Orphanet:213	http://purl.obolibrary.org/obo/mondo#ordo_disease	cystinosis	Cystinosis
MONDO:0016240	Orphanet:2130	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	hemimelia	Hemimelia
MONDO:0016241	Orphanet:2131	http://purl.obolibrary.org/obo/mondo#ordo_disease	alternating hemiplegia of childhood	Alternating hemiplegia of childhood
MONDO:0016242	Orphanet:2132	http://purl.obolibrary.org/obo/mondo#ordo_disease	hemoglobin C disease	Hemoglobin C disease
MONDO:0016243	Orphanet:2133	http://purl.obolibrary.org/obo/mondo#ordo_disease	hemoglobin E disease	Hemoglobin E disease
MONDO:0016244	Orphanet:2134	http://purl.obolibrary.org/obo/mondo#ordo_disease	atypical hemolytic-uremic syndrome	Atypical hemolytic uremic syndrome
MONDO:0016250	Orphanet:213528	http://purl.obolibrary.org/obo/mondo#ordo_disease	obsolete rare adenocarcinoma of the breast	Rare adenocarcinoma of the breast
MONDO:0016252	Orphanet:213564	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare uterine cancer	Rare uterine cancer
MONDO:0016253	Orphanet:213569	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare cancer of corpus uteri	Rare cancer of corpus uteri
MONDO:0016255	Orphanet:213589	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	uterine corpus mixed epithelial and mesenchymal neoplasm	Malignant mixed epithelial and mesenchymal tumor of corpus uteri
MONDO:0016256	Orphanet:2136	http://purl.obolibrary.org/obo/mondo#ordo_disease	Hennekam syndrome	Hennekam syndrome
MONDO:0016258	Orphanet:213605	http://purl.obolibrary.org/obo/mondo#ordo_disease	uterine corpus carcinofibroma	Carcinofibroma of the corpus uteri
MONDO:0016259	Orphanet:213610	http://purl.obolibrary.org/obo/mondo#ordo_disease	carcinosarcoma of the corpus uteri	Carcinosarcoma of the corpus uteri
MONDO:0016260	Orphanet:213615	http://purl.obolibrary.org/obo/mondo#ordo_disease	uterine corpus rhabdomyosarcoma	Rhabdomyosarcoma of the corpus uteri
MONDO:0016262	Orphanet:213625	http://purl.obolibrary.org/obo/mondo#ordo_disease	leiomyosarcoma of the corpus uteri	Leiomyosarcoma of the corpus uteri
MONDO:0016263	Orphanet:213630	http://purl.obolibrary.org/obo/mondo#ordo_disease	primitive neuroectodermal tumor of the corpus uteri	Primitive neuroectodermal tumor of the corpus uteri
MONDO:0016264	Orphanet:2137	http://purl.obolibrary.org/obo/mondo#ordo_disease	autoimmune hepatitis	Autoimmune hepatitis
MONDO:0016266	Orphanet:213716	http://purl.obolibrary.org/obo/mondo#ordo_disease	squamous cell carcinoma of the corpus uteri	Squamous cell carcinoma of the corpus uteri
MONDO:0016267	Orphanet:213721	http://purl.obolibrary.org/obo/mondo#ordo_disease	undifferentiated carcinoma of the corpus uteri	Undifferentiated carcinoma of the corpus uteri
MONDO:0016268	Orphanet:213726	http://purl.obolibrary.org/obo/mondo#ordo_disease	papillary carcinoma of the corpus uteri	Serous carcinoma of the corpus uteri
MONDO:0016269	Orphanet:213731	http://purl.obolibrary.org/obo/mondo#ordo_disease	high-grade neuroendocrine carcinoma of the corpus uteri	High-grade neuroendocrine carcinoma of the corpus uteri
MONDO:0016270	Orphanet:213736	http://purl.obolibrary.org/obo/mondo#ordo_disease	low-grade neuroendocrine tumor of the corpus uteri	Low-grade neuroendocrine tumor of the corpus uteri
MONDO:0016272	Orphanet:213746	http://purl.obolibrary.org/obo/mondo#ordo_disease	transitional cell carcinoma of the corpus uteri	Transitional cell carcinoma of the corpus uteri
MONDO:0016273	Orphanet:213751	http://purl.obolibrary.org/obo/mondo#ordo_disease	malignant germ cell tumor of corpus uteri	Malignant germ cell tumor of the corpus uteri
MONDO:0016274	Orphanet:213761	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare cancer of cervix uteri	Rare cancer of cervix uteri
MONDO:0016276	Orphanet:213777	http://purl.obolibrary.org/obo/mondo#ordo_disease	high-grade neuroendocrine carcinoma of the cervix uteri	High-grade neuroendocrine carcinoma of the cervix uteri
MONDO:0016277	Orphanet:213782	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	malignant mixed epithelial and mesenchymal tumor of cervix uteri	Malignant mixed epithelial and mesenchymal tumor of cervix uteri
MONDO:0016280	Orphanet:213797	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	sarcoma of cervix uteri	Sarcoma of cervix uteri
MONDO:0016281	Orphanet:2138	http://purl.obolibrary.org/obo/mondo#ordo_disease	46,XX ovotesticular disorder of sex development	46,XX ovotesticular difference of sex development
MONDO:0016282	Orphanet:213802	http://purl.obolibrary.org/obo/mondo#ordo_disease	rhabdomyosarcoma of the cervix uteri	Rhabdomyosarcoma of the cervix uteri
MONDO:0016283	Orphanet:213807	http://purl.obolibrary.org/obo/mondo#ordo_disease	leiomyosarcoma of the cervix uteri	Leiomyosarcoma of the cervix uteri
MONDO:0016284	Orphanet:213812	http://purl.obolibrary.org/obo/mondo#ordo_disease	primitive neuroectodermal tumor of the cervix uteri	Primitive neuroectodermal tumor of the cervix uteri
MONDO:0016289	Orphanet:213837	http://purl.obolibrary.org/obo/mondo#ordo_disease	malignant germ cell tumor of cervix uteri	Malignant germ cell tumor of the cervix uteri
MONDO:0016290	Orphanet:2139	http://purl.obolibrary.org/obo/mondo#ordo_disease	Hernández-Aguirre Negrete syndrome	Hernández-Aguirre Negrete syndrome
MONDO:0016291	Orphanet:2145	http://purl.obolibrary.org/obo/mondo#ordo_disease	craniosynostosis, Herrmann-Opitz type	Craniosynostosis, Herrmann-Opitz type
MONDO:0016292	Orphanet:2149	http://purl.obolibrary.org/obo/mondo#ordo_disease	nodular neuronal heterotopia	Nodular neuronal heterotopia
MONDO:0016293	Orphanet:215	http://purl.obolibrary.org/obo/mondo#ordo_disease	congenital stationary night blindness	Congenital stationary night blindness
MONDO:0016294	Orphanet:2150	http://purl.obolibrary.org/obo/mondo#ordo_disease	Hirschsprung disease-type D brachydactyly syndrome	Hirschsprung disease-type D brachydactyly syndrome
MONDO:0016295	Orphanet:216	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	neuronal ceroid lipofuscinosis	Neuronal ceroid lipofuscinosis
MONDO:0016296	Orphanet:2162	http://purl.obolibrary.org/obo/mondo#ordo_disease	holoprosencephaly	Holoprosencephaly
MONDO:0016299	Orphanet:2165	http://purl.obolibrary.org/obo/mondo#ordo_disease	holoprosencephaly-caudal dysgenesis syndrome	Holoprosencephaly-caudal dysgenesis syndrome
MONDO:0016301	Orphanet:216694	http://purl.obolibrary.org/obo/mondo#ordo_disease	congenitally corrected transposition of the great arteries	Congenitally corrected transposition of the great arteries
MONDO:0016302	Orphanet:216718	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	isolated congenitally uncorrected transposition of the great arteries	Isolated congenitally uncorrected transposition of the great arteries
MONDO:0016303	Orphanet:216729	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	congenitally uncorrected transposition of the great arteries with cardiac malformation	Congenitally uncorrected transposition of the great arteries with cardiac malformation
MONDO:0016304	Orphanet:216866	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	classic pantothenate kinase-associated neurodegeneration	Classic pantothenate kinase-associated neurodegeneration
MONDO:0016305	Orphanet:216873	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	atypical pantothenate kinase-associated neurodegeneration	Atypical pantothenate kinase-associated neurodegeneration
MONDO:0016306	Orphanet:216972	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	Niemann-Pick disease type C, severe perinatal form	Niemann-Pick disease type C, severe perinatal form
MONDO:0016307	Orphanet:216975	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	Niemann-Pick disease type C, severe early infantile neurologic onset	Niemann-Pick disease type C, severe early infantile neurologic onset
MONDO:0016308	Orphanet:216978	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	Niemann-Pick disease type C, late infantile neurologic onset	Niemann-Pick disease type C, late infantile neurologic onset
MONDO:0016309	Orphanet:216981	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	Niemann-Pick disease type C, juvenile neurologic onset	Niemann-Pick disease type C, juvenile neurologic onset
MONDO:0016310	Orphanet:216986	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	Niemann-Pick disease type C, adult neurologic onset	Niemann-Pick disease type C, adult neurologic onset
MONDO:0016311	Orphanet:217008	http://purl.obolibrary.org/obo/mondo#ordo_disease	Bockenheimer syndrome	Bockenheimer syndrome
MONDO:0016312	Orphanet:217064	http://purl.obolibrary.org/obo/mondo#ordo_disease	5-fluorouracil poisoning	5-fluorouracil poisoning
MONDO:0016314	Orphanet:217074	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare carcinoma of pancreas	Rare carcinoma of pancreas
MONDO:0016315	Orphanet:217085	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	mucopolysaccharidosis type 2, severe form	Mucopolysaccharidosis type 2, severe form
MONDO:0016316	Orphanet:217093	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	mucopolysaccharidosis type 2, attenuated form	Mucopolysaccharidosis type 2, attenuated form
MONDO:0016318	Orphanet:217260	http://purl.obolibrary.org/obo/mondo#ordo_disease	progressive multifocal leukoencephalopathy	Progressive multifocal leukoencephalopathy
MONDO:0016319	Orphanet:217399	http://purl.obolibrary.org/obo/mondo#ordo_disease	congenital insensitivity to pain with hyperhidrosis	Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation
MONDO:0016320	Orphanet:217454	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare hereditary thrombophilia	Rare hereditary thrombophilia
MONDO:0016321	Orphanet:217557	http://purl.obolibrary.org/obo/mondo#ordo_disease	pulmonary interstitial glycogenosis	Pulmonary interstitial glycogenosis
MONDO:0016322	Orphanet:217560	http://purl.obolibrary.org/obo/mondo#ordo_disease	neuroendocrine cell hyperplasia of infancy	Neuroendocrine cell hyperplasia of infancy
MONDO:0016323	Orphanet:217566	http://purl.obolibrary.org/obo/mondo#ordo_disease	chronic respiratory distress with surfactant metabolism deficiency	Chronic respiratory distress with surfactant metabolism deficiency
MONDO:0016325	Orphanet:217572	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete glycogen storage disease with hypertrophic cardiomyopathy	Glycogen storage disease with hypertrophic cardiomyopathy
MONDO:0016326	Orphanet:217581	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete lysosomal disease with hypertrophic cardiomyopathy	Lysosomal disease with hypertrophic cardiomyopathy
MONDO:0016327	Orphanet:217587	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete mitochondrial disease with hypertrophic cardiomyopathy	Mitochondrial disease with hypertrophic cardiomyopathy
MONDO:0016328	Orphanet:217591	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy	Fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy
MONDO:0016330	Orphanet:217598	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	non-familial hypertrophic cardiomyopathy	Non-familial hypertrophic cardiomyopathy
MONDO:0016331	Orphanet:2176	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	infantile systemic hyalinosis	Infantile systemic hyalinosis
MONDO:0016333	Orphanet:217607	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	familial dilated cardiomyopathy	Familial dilated cardiomyopathy
MONDO:0016334	Orphanet:217610	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete neuromuscular disease with dilated cardiomyopathy	Neuromuscular disease with dilated cardiomyopathy
MONDO:0016335	Orphanet:217613	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete mitochondrial disease with dilated cardiomyopathy	Mitochondrial disease with dilated cardiomyopathy
MONDO:0016336	Orphanet:217616	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy	Fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy
MONDO:0016337	Orphanet:217619	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete syndrome associated with dilated cardiomyopathy	Syndrome associated with dilated cardiomyopathy
MONDO:0016338	Orphanet:217629	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	non-familial dilated cardiomyopathy	Non-familial dilated cardiomyopathy
MONDO:0016340	Orphanet:217635	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	familial restrictive cardiomyopathy	Familial restrictive cardiomyopathy
MONDO:0016341	Orphanet:217638	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete lysosomal disease with restrictive cardiomyopathy	Lysosomal disease with restrictive cardiomyopathy
MONDO:0016342	Orphanet:217656	http://purl.obolibrary.org/obo/mondo#ordo_disease	familial isolated arrhythmogenic right ventricular dysplasia	Inherited isolated arrhythmogenic cardiomyopathy
MONDO:0016343	Orphanet:217678	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete unclassified cardiomyopathy	Unclassified cardiomyopathy
MONDO:0016344	Orphanet:2177	http://purl.obolibrary.org/obo/mondo#ordo_disease	hydranencephaly	Hydranencephaly
MONDO:0016345	Orphanet:217720	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	non-familial restrictive cardiomyopathy	Non-familial restrictive cardiomyopathy
MONDO:0016346	Orphanet:2183	http://purl.obolibrary.org/obo/mondo#ordo_disease	hydrocephalus-obesity-hypogonadism syndrome	Hydrocephalus-obesity-hypogonadism syndrome
MONDO:0016347	Orphanet:218436	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare cardiac rhythm disease	Rare cardiac rhythm disease
MONDO:0016348	Orphanet:218439	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete non-genetic cardiac rhythm disease	Non-genetic cardiac rhythm disease
MONDO:0016349	Orphanet:2185	http://purl.obolibrary.org/obo/mondo#ordo_disease	congenital hydrocephalus	Congenital hydrocephalus
MONDO:0016350	Orphanet:2186	http://purl.obolibrary.org/obo/mondo#ordo_disease	hydrocephalus-blue sclerae-nephropathy syndrome	Hydrocephalus-blue sclerae-nephropathy syndrome
MONDO:0016352	Orphanet:2197	http://purl.obolibrary.org/obo/mondo#ordo_disease	obsolete idiopathic inherited hypercalciuria	Idiopathic hypercalciuria
MONDO:0016353	Orphanet:2201	http://purl.obolibrary.org/obo/mondo#ordo_disease	palmoplantar keratoderma-spastic paralysis syndrome	Palmoplantar keratoderma-spastic paralysis syndrome
MONDO:0016354	Orphanet:220295	http://purl.obolibrary.org/obo/mondo#ordo_disease	xeroderma pigmentosum-Cockayne syndrome complex	Xeroderma pigmentosum-Cockayne syndrome complex
MONDO:0016355	Orphanet:220386	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	obsolete semilobar holoprosencephaly	Semilobar holoprosencephaly
MONDO:0016356	Orphanet:220393	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	diffuse cutaneous systemic sclerosis	Diffuse cutaneous systemic sclerosis
MONDO:0016357	Orphanet:646139	http://purl.obolibrary.org/obo/mondo#ordo_disease	dysplastic cortical hyperostosis	Dysplastic cortical hyperostosis
MONDO:0016358	Orphanet:220402	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	limited cutaneous systemic sclerosis	Limited cutaneous systemic sclerosis
MONDO:0016359	Orphanet:220407	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	limited systemic sclerosis	Limited systemic sclerosis
MONDO:0016360	Orphanet:220448	http://purl.obolibrary.org/obo/mondo#ordo_disease	marcothrombocytopenia with mitral valve insufficiency	Macrothrombocytopenia with mitral valve insufficiency
MONDO:0016361	Orphanet:220452	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete isolated hereditary giant platelet disorder	Isolated hereditary giant platelet disorder
MONDO:0016362	Orphanet:220460	http://purl.obolibrary.org/obo/mondo#ordo_disease	attenuated familial adenomatous polyposis	Attenuated familial adenomatous polyposis
MONDO:0016363	Orphanet:220489	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete rare hereditary hemochromatosis	Rare hereditary hemochromatosis
MONDO:0016364	Orphanet:220493	http://purl.obolibrary.org/obo/mondo#ordo_disease	Joubert syndrome with ocular defect	Joubert syndrome with ocular defect
MONDO:0016365	Orphanet:2207	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	familial primary hyperparathyroidism	Familial primary hyperparathyroidism
MONDO:0016366	Orphanet:2209	http://purl.obolibrary.org/obo/mondo#ordo_disease	maternal phenylketonuria	Maternal phenylketonuria
MONDO:0016367	Orphanet:221	http://purl.obolibrary.org/obo/mondo#ordo_disease	dermatomyositis	Dermatomyositis
MONDO:0016368	Orphanet:221008	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	Rothmund-Thomson syndrome type 1	Rothmund-Thomson syndrome type 1
MONDO:0016369	Orphanet:221016	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	Rothmund-Thomson syndrome type 2	Rothmund-Thomson syndrome type 2
MONDO:0016370	Orphanet:221074	http://purl.obolibrary.org/obo/mondo#ordo_disease	Marchiafava-Bignami disease	Marchiafava-Bignami disease
MONDO:0016371	Orphanet:221078	http://purl.obolibrary.org/obo/mondo#ordo_disease	combined hyperactive dysfunction syndrome of the cranial nerves	Combined hyperactive dysfunction syndrome of the cranial nerves
MONDO:0016372	Orphanet:221098	http://purl.obolibrary.org/obo/mondo#ordo_disease	glossopharyngeal neuralgia	Glossopharyngeal neuralgia
MONDO:0016374	Orphanet:221109	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	cranial neuralgia	Cranial neuralgia
MONDO:0016375	Orphanet:221114	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete acquired peripheral movement disorder	Acquired peripheral movement disorder
MONDO:0016376	Orphanet:221142	http://purl.obolibrary.org/obo/mondo#ordo_disease	confetti-like macular atrophy	Confetti-like macular atrophy
MONDO:0016378	Orphanet:2216	http://purl.obolibrary.org/obo/mondo#ordo_disease	maternal hyperthermia induced birth defects	Maternal hyperthermia-induced birth defects
MONDO:0016379	Orphanet:222	http://purl.obolibrary.org/obo/mondo#ordo_disease	erosive pustular dermatosis of the scalp	Erosive pustular dermatosis of the scalp
MONDO:0016380	Orphanet:2221	http://purl.obolibrary.org/obo/mondo#ordo_disease	acquired hypertrichosis lanuginosa	Acquired hypertrichosis lanuginosa
MONDO:0016381	Orphanet:2222	http://purl.obolibrary.org/obo/mondo#ordo_disease	hypertrichosis lanuginosa congenita	Hypertrichosis lanuginosa congenita
MONDO:0016382	Orphanet:222628	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	hereditary poikiloderma	Hereditary poikiloderma
MONDO:0016383	Orphanet:223	http://purl.obolibrary.org/obo/mondo#ordo_disease	nephrogenic diabetes insipidus	Nephrogenic diabetes insipidus
MONDO:0016384	Orphanet:2230	http://purl.obolibrary.org/obo/mondo#ordo_disease	hypogonadotropic hypogonadism-frontoparietal alopecia syndrome	Hypogonadotropic hypogonadism-frontoparietal alopecia syndrome
MONDO:0016385	Orphanet:2233	http://purl.obolibrary.org/obo/mondo#ordo_disease	hypogonadism-mitral valve prolapse-intellectual disability syndrome	Hypogonadism-mitral valve prolapse-intellectual disability syndrome
MONDO:0016386	Orphanet:2235	http://purl.obolibrary.org/obo/mondo#ordo_disease	hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome
MONDO:0016387	Orphanet:223713	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	mitochondrial oxidative phosphorylation disorder	Mitochondrial oxidative phosphorylation disorder
MONDO:0016390	Orphanet:2238	http://purl.obolibrary.org/obo/mondo#ordo_disease	familial hypoparathyroidism	Familial isolated hypoparathyroidism
MONDO:0016391	Orphanet:224	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	neonatal diabetes mellitus	Neonatal diabetes mellitus
MONDO:0016392	Orphanet:2246	http://purl.obolibrary.org/obo/mondo#ordo_disease	cerebellar hypoplasia-tapetoretinal degeneration syndrome	Cerebellar hypoplasia-tapetoretinal degeneration syndrome
MONDO:0016393	Orphanet:2250	http://purl.obolibrary.org/obo/mondo#ordo_disease	hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome
MONDO:0016394	Orphanet:225147	http://purl.obolibrary.org/obo/mondo#ordo_disease	sporadic infantile bilateral striatal necrosis	Sporadic infantile bilateral striatal necrosis
MONDO:0016395	Orphanet:2253	http://purl.obolibrary.org/obo/mondo#ordo_disease	foveal hypoplasia-presenile cataract syndrome	Foveal hypoplasia-presenile cataract syndrome
MONDO:0016396	Orphanet:2254	http://purl.obolibrary.org/obo/mondo#ordo_disease	pontocerebellar hypoplasia type 1	Pontocerebellar hypoplasia type 1
MONDO:0016397	Orphanet:225681	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete lysosomal disease with epilepsy	Lysosomal disease with epilepsy
MONDO:0016398	Orphanet:225686	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete peroxisomal disease with epilepsy	Peroxisomal disease with epilepsy
MONDO:0016399	Orphanet:225689	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	obsolete amino acid or protein metabolism disease with epilepsy	Amino acid or protein metabolism disease with epilepsy
